ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-BLG-RRLYR-07121	0.746	0.052	0.775	0.019	1.731	0.042	6427	99	-0.019	0.087	0.527	0.099	0.547	0.028	-0.865	0.078	
OGLE-BLG-RRLYR-07125	0.740	0.050	0.735	0.019	1.633	0.042	6320	100	0.211	0.087	0.770	0.099	0.564	0.028	-0.664	0.077	
OGLE-BLG-RRLYR-07126	0.644	0.051	0.750	0.019	1.740	0.042	6627	99	-0.023	0.087	0.467	0.099	0.491	0.028	-0.784	0.077	
OGLE-BLG-RRLYR-07130	0.621	0.050	0.734	0.019	1.732	0.042	6730	100	0.013	0.087	0.495	0.098	0.472	0.028	-0.719	0.078	
OGLE-BLG-RRLYR-07144	0.537	0.051	0.682	0.019	1.597	0.042	6612	99	0.286	0.087	0.798	0.099	0.499	0.028	-0.479	0.077	
OGLE-BLG-RRLYR-07145	0.569	0.052	0.693	0.019	1.632	0.042	6660	100	0.219	0.088	0.718	0.099	0.488	0.028	-0.536	0.079	
OGLE-BLG-RRLYR-07152	0.685	0.050	0.740	0.019	1.646	0.042	6340	100	0.152	0.087	0.706	0.099	0.560	0.028	-0.714	0.077	
OGLE-BLG-RRLYR-07159	0.693	0.052	0.740	0.019	1.619	0.042	6250	100	0.199	0.088	0.787	0.099	0.587	0.028	-0.712	0.079	
OGLE-BLG-RRLYR-07160	0.698	0.050	0.777	0.019	1.699	0.042	6270	100	0.018	0.087	0.583	0.099	0.571	0.028	-0.871	0.078	
OGLE-BLG-RRLYR-07162	0.622	0.050	0.741	0.019	1.582	0.042	6151	99	0.260	0.087	0.862	0.099	0.608	0.028	-0.688	0.077	
OGLE-BLG-RRLYR-07164	0.599	0.052	0.741	0.019	1.770	0.042	6790	100	-0.078	0.088	0.379	0.099	0.451	0.028	-0.776	0.079	
OGLE-BLG-RRLYR-07165	0.633	0.050	0.722	0.019	1.565	0.041	6200	100	0.322	0.087	0.914	0.098	0.594	0.028	-0.601	0.077	
OGLE-BLG-RRLYR-07168	0.660	0.050	0.757	0.019	1.615	0.042	6151	99	0.197	0.087	0.799	0.099	0.606	0.028	-0.739	0.077	
OGLE-BLG-RRLYR-07170	0.659	0.050	0.716	0.019	1.646	0.042	6530	100	0.237	0.087	0.719	0.099	0.499	0.028	-0.549	0.078	
OGLE-BLG-RRLYR-07177	0.657	0.050	0.719	0.019	1.682	0.042	6648	99	0.116	0.087	0.613	0.098	0.492	0.028	-0.642	0.077	
OGLE-BLG-RRLYR-07179	0.674	0.052	0.722	0.019	1.647	0.042	6491	99	0.184	0.088	0.715	0.099	0.529	0.028	-0.637	0.078	
OGLE-BLG-RRLYR-07183	0.706	0.052	0.739	0.019	1.631	0.042	6310	100	0.183	0.087	0.763	0.099	0.576	0.028	-0.709	0.078	
OGLE-BLG-RRLYR-07191	0.644	0.050	0.731	0.019	1.671	0.042	6500	100	0.159	0.087	0.656	0.099	0.510	0.028	-0.642	0.078	
OGLE-BLG-RRLYR-07193	0.673	0.050	0.733	0.019	1.625	0.042	6328	99	0.223	0.087	0.773	0.099	0.559	0.028	-0.649	0.078	
OGLE-BLG-RRLYR-07197	0.548	0.050	0.719	0.019	1.528	0.042	6110	99	0.366	0.087	0.985	0.099	0.626	0.028	-0.609	0.077	
OGLE-BLG-RRLYR-07200	0.546	0.050	0.681	0.019	1.680	0.042	6920	100	0.150	0.087	0.578	0.099	0.422	0.028	-0.507	0.077	
OGLE-BLG-RRLYR-07204	0.700	0.050	0.808	0.019	1.814	0.042	6450	100	-0.186	0.087	0.319	0.099	0.517	0.029	-0.995	0.078	
OGLE-BLG-RRLYR-07206	0.667	0.051	0.731	0.019	1.602	0.042	6250	100	0.237	0.087	0.819	0.099	0.584	0.028	-0.671	0.078	
OGLE-BLG-RRLYR-07208	0.546	0.050	0.654	0.019	1.523	0.042	6526	99	0.448	0.087	0.969	0.098	0.517	0.028	-0.352	0.077	
OGLE-BLG-RRLYR-07218	0.612	0.050	0.733	0.019	1.648	0.042	6410	100	0.147	0.087	0.685	0.099	0.542	0.028	-0.695	0.078	
OGLE-BLG-RRLYR-07219	0.677	0.052	0.763	0.020	1.623	0.042	6130	100	0.166	0.089	0.77	0.10	0.611	0.029	-0.776	0.080	
OGLE-BLG-RRLYR-07225	0.627	0.051	0.718	0.019	1.679	0.042	6660	100	0.121	0.087	0.618	0.098	0.491	0.028	-0.638	0.078	
OGLE-BLG-RRLYR-07227	0.615	0.050	0.720	0.019	1.564	0.042	6220	100	0.288	0.088	0.894	0.099	0.600	0.028	-0.632	0.078	
OGLE-BLG-RRLYR-07234	0.663	0.055	0.732	0.020	1.583	0.044	6170	100	0.253	0.091	0.87	0.10	0.607	0.028	-0.685	0.084	
OGLE-BLG-RRLYR-07238	0.685	0.051	0.742	0.019	1.637	0.042	6290	100	0.171	0.087	0.729	0.099	0.568	0.028	-0.709	0.078	
OGLE-BLG-RRLYR-07239	0.621	0.050	0.697	0.019	1.601	0.042	6500	100	0.298	0.087	0.809	0.099	0.520	0.028	-0.512	0.078	
OGLE-BLG-RRLYR-07241	0.625	0.052	0.758	0.020	1.758	0.042	6640	100	-0.076	0.088	0.398	0.099	0.475	0.029	-0.813	0.079	
OGLE-BLG-RRLYR-07255	0.685	0.050	0.730	0.019	1.551	0.041	6070	100	0.315	0.087	0.957	0.098	0.633	0.028	-0.658	0.077	
OGLE-BLG-RRLYR-07261	0.743	0.050	0.803	0.019	1.668	0.041	5980	100	0.038	0.087	0.692	0.098	0.652	0.028	-0.968	0.077	
OGLE-BLG-RRLYR-07273	0.752	0.052	0.747	0.019	1.646	0.042	6290	100	0.166	0.088	0.742	0.099	0.578	0.028	-0.735	0.079	
OGLE-BLG-RRLYR-07277	0.641	0.050	0.733	0.019	1.593	0.042	6230	100	0.271	0.087	0.846	0.099	0.584	0.028	-0.639	0.078	
OGLE-BLG-RRLYR-07283	0.587	0.051	0.847	0.019	1.907	0.042	6510	100	-0.478	0.088	0.04	0.10	0.512	0.029	-1.267	0.078	
OGLE-BLG-RRLYR-07285	0.651	0.050	0.796	0.019	1.690	0.042	6130	100	-0.017	0.087	0.598	0.098	0.613	0.028	-0.957	0.078	
OGLE-BLG-RRLYR-07290	0.703	0.050	0.753	0.019	1.697	0.042	6439	99	0.069	0.087	0.596	0.099	0.534	0.028	-0.756	0.077	
OGLE-BLG-RRLYR-07294	0.561	0.052	0.688	0.020	1.615	0.042	6630	100	0.282	0.088	0.769	0.099	0.489	0.028	-0.480	0.078	
OGLE-BLG-RRLYR-07295	0.662	0.050	0.746	0.019	1.612	0.042	6200	100	0.207	0.087	0.797	0.098	0.593	0.028	-0.706	0.077	
OGLE-BLG-RRLYR-07304	0.725	0.051	0.769	0.019	1.632	0.042	6100	99	0.144	0.087	0.769	0.099	0.624	0.028	-0.818	0.078	
OGLE-BLG-RRLYR-07306	0.707	0.060	0.750	0.021	1.646	0.044	6280	100	0.126	0.091	0.71	0.10	0.582	0.028	-0.772	0.084	
OGLE-BLG-RRLYR-07308	0.655	0.050	0.744	0.019	1.592	0.042	6150	100	0.227	0.087	0.836	0.099	0.609	0.028	-0.711	0.077	
OGLE-BLG-RRLYR-07318	0.558	0.051	0.665	0.019	1.570	0.042	6638	99	0.368	0.087	0.867	0.099	0.493	0.028	-0.393	0.077	
OGLE-BLG-RRLYR-07319	0.609	0.060	0.760	0.022	1.772	0.043	6680	110	-0.097	0.092	0.39	0.10	0.481	0.031	-0.844	0.090	
OGLE-BLG-RRLYR-07321	0.671	0.051	0.795	0.019	1.790	0.042	6491	99	-0.169	0.087	0.370	0.099	0.532	0.028	-0.986	0.078	
OGLE-BLG-RRLYR-07323	0.627	0.053	0.721	0.020	1.593	0.042	6290	100	0.250	0.089	0.81	0.10	0.572	0.029	-0.634	0.081	
OGLE-BLG-RRLYR-07330	0.672	0.050	0.710	0.019	1.625	0.042	6503	99	0.240	0.087	0.774	0.099	0.529	0.028	-0.588	0.078	
OGLE-BLG-RRLYR-07332	0.561	0.051	0.678	0.019	1.673	0.042	6910	100	0.174	0.087	0.611	0.099	0.427	0.028	-0.485	0.078	
OGLE-BLG-RRLYR-07335	0.688	0.051	0.752	0.019	1.602	0.042	6100	100	0.200	0.087	0.823	0.098	0.621	0.028	-0.761	0.078	
OGLE-BLG-RRLYR-07336	0.727	0.051	0.772	0.020	1.671	0.043	6200	100	0.109	0.088	0.68	0.10	0.585	0.028	-0.814	0.078	
OGLE-BLG-RRLYR-07341	0.585	0.050	0.695	0.019	1.569	0.042	6400	99	0.341	0.087	0.886	0.098	0.546	0.028	-0.505	0.077	
OGLE-BLG-RRLYR-07342	0.633	0.050	0.731	0.019	1.580	0.042	6201	99	0.282	0.087	0.868	0.098	0.593	0.028	-0.642	0.077	
OGLE-BLG-RRLYR-07345	0.585	0.051	0.695	0.019	1.613	0.042	6580	100	0.253	0.087	0.771	0.099	0.508	0.028	-0.534	0.077	
OGLE-BLG-RRLYR-07349	0.704	0.050	0.782	0.019	1.697	0.042	6217	99	-0.008	0.087	0.591	0.098	0.595	0.028	-0.922	0.077	
OGLE-BLG-RRLYR-07359	0.612	0.053	0.703	0.019	1.622	0.042	6550	100	0.227	0.088	0.750	0.099	0.514	0.028	-0.568	0.079	
OGLE-BLG-RRLYR-07360	0.639	0.051	0.734	0.019	1.580	0.042	6170	100	0.263	0.087	0.863	0.098	0.603	0.028	-0.666	0.078	
OGLE-BLG-RRLYR-07367	0.647	0.052	0.719	0.019	1.637	0.042	6470	100	0.213	0.087	0.726	0.099	0.524	0.028	-0.606	0.078	
OGLE-BLG-RRLYR-07369	0.587	0.051	0.726	0.020	1.524	0.043	6043	99	0.354	0.089	0.99	0.10	0.640	0.028	-0.644	0.079	
OGLE-BLG-RRLYR-07373	0.558	0.052	0.690	0.020	1.655	0.042	6750	100	0.196	0.088	0.660	0.099	0.460	0.028	-0.512	0.078	
OGLE-BLG-RRLYR-07379	0.669	0.050	0.717	0.019	1.609	0.042	6370	100	0.262	0.087	0.818	0.098	0.555	0.028	-0.608	0.078	
OGLE-BLG-RRLYR-07381	0.706	0.051	0.705	0.020	1.607	0.042	6450	100	0.316	0.087	0.839	0.099	0.533	0.028	-0.517	0.079	
OGLE-BLG-RRLYR-07386	0.681	0.051	0.729	0.019	1.627	0.042	6350	100	0.215	0.088	0.76	0.10	0.557	0.028	-0.651	0.078	
OGLE-BLG-RRLYR-07387	0.708	0.050	0.800	0.019	1.779	0.042	6390	100	-0.154	0.088	0.38	0.10	0.544	0.028	-0.994	0.078	
OGLE-BLG-RRLYR-07397	0.566	0.052	0.695	0.019	1.604	0.042	6530	100	0.277	0.087	0.790	0.098	0.513	0.028	-0.518	0.078	
OGLE-BLG-RRLYR-07398	0.597	0.051	0.750	0.019	1.769	0.042	6740	100	-0.092	0.088	0.383	0.099	0.469	0.028	-0.811	0.078	
OGLE-BLG-RRLYR-07401	0.568	0.051	0.690	0.019	1.651	0.042	6750	100	0.195	0.087	0.672	0.098	0.467	0.028	-0.527	0.078	
OGLE-BLG-RRLYR-07408	0.694	0.052	0.756	0.020	1.577	0.042	6000	110	0.231	0.087	0.880	0.099	0.650	0.030	-0.768	0.079	
OGLE-BLG-RRLYR-07414	0.624	0.052	0.793	0.020	1.629	0.042	5950	100	0.106	0.087	0.777	0.098	0.665	0.029	-0.918	0.079	
OGLE-BLG-RRLYR-07426	0.627	0.053	0.706	0.020	1.593	0.043	6410	100	0.288	0.089	0.84	0.10	0.547	0.028	-0.564	0.081	
OGLE-BLG-RRLYR-07430	0.758	0.050	0.764	0.019	1.631	0.042	6111	99	0.160	0.087	0.779	0.098	0.620	0.028	-0.802	0.078	
OGLE-BLG-RRLYR-07435	0.725	0.050	0.741	0.019	1.642	0.042	6320	100	0.189	0.087	0.749	0.098	0.566	0.028	-0.692	0.077	
OGLE-BLG-RRLYR-07436	0.669	0.051	0.751	0.019	1.718	0.042	6540	100	0.038	0.087	0.534	0.099	0.505	0.028	-0.747	0.078	
OGLE-BLG-RRLYR-07452	0.630	0.050	0.699	0.019	1.597	0.042	6470	100	0.299	0.087	0.822	0.099	0.527	0.028	-0.523	0.078	
OGLE-BLG-RRLYR-07458	0.685	0.050	0.727	0.019	1.617	0.042	6330	100	0.231	0.087	0.792	0.099	0.564	0.028	-0.645	0.077	
OGLE-BLG-RRLYR-07461	0.677	0.050	0.767	0.019	1.720	0.042	6426	99	0.038	0.087	0.552	0.099	0.527	0.028	-0.787	0.077	
OGLE-BLG-RRLYR-07465	0.690	0.050	0.766	0.019	1.568	0.042	5910	99	0.265	0.087	0.950	0.099	0.686	0.028	-0.790	0.078	
OGLE-BLG-RRLYR-07472	0.633	0.050	0.760	0.019	1.583	0.042	6010	100	0.202	0.087	0.856	0.098	0.649	0.028	-0.795	0.078	
OGLE-BLG-RRLYR-07474	0.566	0.052	0.783	0.020	1.848	0.042	6770	100	-0.281	0.088	0.191	0.099	0.458	0.028	-0.982	0.081	
OGLE-BLG-RRLYR-07479	0.561	0.051	0.682	0.019	1.636	0.042	6764	99	0.231	0.087	0.703	0.099	0.464	0.028	-0.486	0.077	
OGLE-BLG-RRLYR-07480	0.626	0.050	0.706	0.019	1.597	0.042	6437	99	0.305	0.087	0.837	0.099	0.536	0.028	-0.532	0.077	
OGLE-BLG-RRLYR-07481	0.694	0.051	0.733	0.019	1.681	0.042	6550	100	0.158	0.088	0.656	0.099	0.507	0.028	-0.631	0.078	
OGLE-BLG-RRLYR-07488	0.656	0.051	0.821	0.019	1.615	0.042	5720	100	0.118	0.087	0.845	0.099	0.717	0.028	-0.980	0.079	
OGLE-BLG-RRLYR-07490	0.586	0.050	0.734	0.019	1.654	0.042	6470	100	0.140	0.088	0.65	0.10	0.514	0.028	-0.660	0.077	
OGLE-BLG-RRLYR-07492	0.750	0.050	0.751	0.019	1.620	0.042	6161	99	0.183	0.087	0.797	0.098	0.610	0.028	-0.764	0.077	
OGLE-BLG-RRLYR-07494	0.628	0.051	0.702	0.019	1.644	0.042	6630	100	0.244	0.087	0.724	0.099	0.486	0.028	-0.513	0.078	
OGLE-BLG-RRLYR-07498	0.545	0.049	0.664	0.019	1.617	0.042	6810	100	0.275	0.087	0.736	0.098	0.448	0.028	-0.418	0.077	
OGLE-BLG-RRLYR-07499	0.637	0.060	0.707	0.021	1.619	0.045	6500	100	0.238	0.092	0.77	0.10	0.527	0.029	-0.578	0.086	
OGLE-BLG-RRLYR-07503	0.646	0.052	0.731	0.019	1.614	0.042	6310	100	0.209	0.088	0.777	0.099	0.571	0.028	-0.673	0.079	
OGLE-BLG-RRLYR-07504	0.683	0.050	0.739	0.019	1.620	0.042	6270	99	0.221	0.087	0.779	0.099	0.570	0.028	-0.667	0.078	
OGLE-BLG-RRLYR-07507	0.772	0.050	0.743	0.019	1.642	0.042	6310	100	0.179	0.087	0.763	0.099	0.577	0.028	-0.721	0.078	
OGLE-BLG-RRLYR-07515	0.732	0.052	0.810	0.019	1.655	0.042	5900	100	0.057	0.087	0.729	0.099	0.672	0.028	-0.975	0.078	
OGLE-BLG-RRLYR-07516	0.594	0.050	0.776	0.019	1.676	0.042	6230	100	0.032	0.088	0.61	0.10	0.582	0.029	-0.871	0.077	
OGLE-BLG-RRLYR-07519	0.642	0.050	0.745	0.019	1.673	0.042	6418	99	0.132	0.087	0.650	0.099	0.531	0.028	-0.703	0.077	
OGLE-BLG-RRLYR-07524	0.646	0.050	0.756	0.019	1.555	0.042	5940	100	0.268	0.087	0.937	0.098	0.667	0.028	-0.759	0.078	
OGLE-BLG-RRLYR-07526	0.709	0.050	0.767	0.019	1.709	0.042	6380	99	0.044	0.087	0.570	0.099	0.540	0.028	-0.801	0.077	
OGLE-BLG-RRLYR-07528	0.572	0.050	0.750	0.019	1.743	0.042	6663	99	-0.046	0.087	0.448	0.098	0.490	0.028	-0.800	0.077	
OGLE-BLG-RRLYR-07529	0.622	0.050	0.733	0.019	1.556	0.042	6100	100	0.287	0.087	0.921	0.098	0.627	0.028	-0.674	0.077	
OGLE-BLG-RRLYR-07532	0.641	0.051	0.779	0.019	1.638	0.042	6080	100	0.101	0.087	0.734	0.098	0.630	0.028	-0.871	0.078	
OGLE-BLG-RRLYR-07534	0.594	0.050	0.730	0.019	1.606	0.042	6320	100	0.231	0.088	0.78	0.10	0.556	0.028	-0.634	0.077	
OGLE-BLG-RRLYR-07545	0.591	0.051	0.702	0.019	1.579	0.042	6400	100	0.288	0.087	0.853	0.099	0.552	0.028	-0.566	0.078	
OGLE-BLG-RRLYR-07550	0.625	0.051	0.695	0.019	1.575	0.042	6430	100	0.327	0.087	0.881	0.099	0.545	0.028	-0.518	0.077	
OGLE-BLG-RRLYR-07551	0.649	0.050	0.751	0.019	1.544	0.042	5950	100	0.295	0.087	0.963	0.098	0.666	0.028	-0.729	0.078	
OGLE-BLG-RRLYR-07555	0.756	0.050	0.765	0.019	1.562	0.042	5919	99	0.320	0.087	0.984	0.098	0.667	0.028	-0.720	0.077	
OGLE-BLG-RRLYR-07561	0.672	0.052	0.721	0.019	1.572	0.042	6210	100	0.294	0.088	0.899	0.099	0.599	0.028	-0.635	0.079	
OGLE-BLG-RRLYR-07562	0.656	0.050	0.739	0.019	1.597	0.042	6209	99	0.247	0.087	0.832	0.098	0.591	0.028	-0.668	0.077	
OGLE-BLG-RRLYR-07566	0.708	0.051	0.782	0.019	1.768	0.042	6472	99	-0.106	0.088	0.411	0.099	0.524	0.028	-0.918	0.078	
OGLE-BLG-RRLYR-07567	0.584	0.051	0.713	0.019	1.622	0.042	6470	100	0.236	0.087	0.747	0.099	0.523	0.028	-0.581	0.078	
OGLE-BLG-RRLYR-07568	0.550	0.049	0.732	0.019	1.762	0.042	6840	100	-0.063	0.087	0.388	0.098	0.444	0.028	-0.747	0.077	
OGLE-BLG-RRLYR-07575	0.673	0.059	0.702	0.021	1.604	0.045	6460	110	0.279	0.093	0.79	0.11	0.528	0.029	-0.535	0.084	
OGLE-BLG-RRLYR-07576	0.616	0.050	0.737	0.019	1.628	0.042	6310	100	0.205	0.087	0.757	0.099	0.560	0.028	-0.672	0.077	
OGLE-BLG-RRLYR-07577	0.607	0.051	0.700	0.019	1.654	0.042	6669	99	0.184	0.087	0.669	0.099	0.482	0.028	-0.562	0.078	
OGLE-BLG-RRLYR-07579	0.685	0.049	0.821	0.019	1.760	0.041	6190	99	-0.168	0.087	0.440	0.098	0.600	0.028	-1.091	0.077	
OGLE-BLG-RRLYR-07582	0.633	0.050	0.752	0.019	1.662	0.042	6330	99	0.112	0.088	0.664	0.099	0.558	0.028	-0.757	0.078	
OGLE-BLG-RRLYR-07583	0.705	0.055	0.771	0.020	1.735	0.044	6440	100	-0.020	0.090	0.49	0.10	0.529	0.028	-0.842	0.081	
OGLE-BLG-RRLYR-07584	0.668	0.052	0.731	0.020	1.672	0.042	6500	100	0.149	0.087	0.665	0.099	0.518	0.028	-0.660	0.079	
OGLE-BLG-RRLYR-07603	0.588	0.052	0.700	0.020	1.693	0.042	6800	100	0.127	0.088	0.567	0.099	0.444	0.028	-0.565	0.078	
OGLE-BLG-RRLYR-07609	0.607	0.051	0.701	0.020	1.611	0.042	6520	100	0.299	0.088	0.79	0.10	0.508	0.028	-0.492	0.078	
OGLE-BLG-RRLYR-07610	0.717	0.057	0.745	0.021	1.675	0.043	6430	100	0.150	0.089	0.67	0.10	0.534	0.028	-0.683	0.081	
OGLE-BLG-RRLYR-07618	0.597	0.052	0.708	0.019	1.691	0.042	6760	100	0.107	0.088	0.581	0.099	0.463	0.028	-0.610	0.078	
OGLE-BLG-RRLYR-07624	0.662	0.052	0.723	0.019	1.578	0.042	6210	100	0.281	0.088	0.87	0.10	0.595	0.028	-0.640	0.079	
OGLE-BLG-RRLYR-07629	0.605	0.050	0.712	0.019	1.568	0.042	6280	100	0.341	0.087	0.900	0.098	0.569	0.028	-0.554	0.077	
OGLE-BLG-RRLYR-07638	0.630	0.051	0.704	0.019	1.579	0.042	6362	99	0.302	0.088	0.868	0.099	0.561	0.028	-0.567	0.078	
OGLE-BLG-RRLYR-07652	0.565	0.050	0.727	0.019	1.642	0.042	6453	99	0.136	0.087	0.680	0.099	0.537	0.028	-0.691	0.078	
OGLE-BLG-RRLYR-07656	0.644	0.050	0.737	0.019	1.646	0.042	6383	99	0.188	0.087	0.717	0.099	0.541	0.028	-0.659	0.078	
OGLE-BLG-RRLYR-07657	0.655	0.050	0.735	0.019	1.661	0.042	6440	100	0.160	0.088	0.66	0.10	0.526	0.028	-0.662	0.078	
OGLE-BLG-RRLYR-07661	0.739	0.050	0.822	0.019	1.777	0.042	6240	100	-0.177	0.087	0.407	0.099	0.584	0.028	-1.080	0.077	
OGLE-BLG-RRLYR-07662	0.587	0.051	0.760	0.019	1.771	0.042	6660	100	-0.113	0.087	0.376	0.099	0.483	0.028	-0.860	0.078	
OGLE-BLG-RRLYR-07668	0.712	0.050	0.736	0.019	1.591	0.042	6200	100	0.273	0.088	0.867	0.099	0.600	0.028	-0.653	0.079	
OGLE-BLG-RRLYR-07672	0.643	0.051	0.694	0.019	1.624	0.042	6631	99	0.250	0.087	0.760	0.098	0.499	0.028	-0.522	0.077	
OGLE-BLG-RRLYR-07674	0.671	0.050	0.766	0.019	1.720	0.042	6448	99	-0.013	0.087	0.530	0.099	0.540	0.028	-0.846	0.077	
OGLE-BLG-RRLYR-07675	0.639	0.051	0.738	0.019	1.660	0.042	6420	100	0.128	0.087	0.664	0.099	0.540	0.028	-0.711	0.078	
OGLE-BLG-RRLYR-07678	0.719	0.050	0.752	0.019	1.606	0.041	6109	99	0.204	0.087	0.824	0.098	0.620	0.028	-0.756	0.077	
OGLE-BLG-RRLYR-07683	0.553	0.051	0.703	0.019	1.733	0.042	6964	99	0.036	0.087	0.461	0.099	0.417	0.028	-0.606	0.077	
OGLE-BLG-RRLYR-07684	0.544	0.051	0.674	0.019	1.645	0.042	6856	99	0.224	0.087	0.679	0.099	0.444	0.028	-0.464	0.078	
OGLE-BLG-RRLYR-07689	0.617	0.051	0.722	0.019	1.590	0.042	6290	100	0.274	0.087	0.835	0.098	0.569	0.028	-0.608	0.078	
OGLE-BLG-RRLYR-07692	0.638	0.050	0.725	0.019	1.603	0.042	6317	99	0.279	0.087	0.829	0.099	0.560	0.028	-0.597	0.077	
OGLE-BLG-RRLYR-07697	0.636	0.051	0.701	0.019	1.658	0.042	6693	99	0.229	0.088	0.68	0.10	0.456	0.028	-0.488	0.078	
OGLE-BLG-RRLYR-07704	0.706	0.050	0.742	0.019	1.570	0.042	6083	99	0.283	0.087	0.917	0.098	0.633	0.028	-0.694	0.077	
OGLE-BLG-RRLYR-07706	0.550	0.052	0.696	0.019	1.645	0.042	6678	99	0.198	0.088	0.68	0.10	0.480	0.028	-0.542	0.078	
OGLE-BLG-RRLYR-07708	0.654	0.051	0.789	0.019	1.642	0.042	6010	100	0.079	0.087	0.729	0.098	0.647	0.028	-0.910	0.078	
OGLE-BLG-RRLYR-07711	0.553	0.050	0.660	0.019	1.544	0.042	6570	100	0.398	0.087	0.904	0.099	0.503	0.028	-0.385	0.077	
OGLE-BLG-RRLYR-07721	0.699	0.051	0.729	0.019	1.621	0.042	6330	100	0.222	0.087	0.790	0.098	0.567	0.028	-0.663	0.078	
OGLE-BLG-RRLYR-07724	0.557	0.050	0.711	0.019	1.698	0.042	6770	99	0.095	0.087	0.561	0.099	0.456	0.028	-0.611	0.078	
OGLE-BLG-RRLYR-07732	0.557	0.055	0.684	0.020	1.605	0.043	6640	100	0.272	0.089	0.77	0.10	0.494	0.028	-0.491	0.080	
OGLE-BLG-RRLYR-07733	0.630	0.051	0.704	0.019	1.645	0.042	6620	100	0.207	0.087	0.708	0.099	0.495	0.028	-0.558	0.077	
OGLE-BLG-RRLYR-07739	0.627	0.050	0.733	0.019	1.648	0.042	6410	100	0.196	0.088	0.71	0.10	0.531	0.028	-0.644	0.077	
OGLE-BLG-RRLYR-07746	0.708	0.050	0.727	0.019	1.585	0.042	6210	100	0.288	0.087	0.877	0.098	0.592	0.028	-0.630	0.077	
OGLE-BLG-RRLYR-07747	0.688	0.050	0.763	0.019	1.617	0.042	6117	99	0.194	0.087	0.809	0.099	0.620	0.028	-0.765	0.078	
OGLE-BLG-RRLYR-07749	0.546	0.049	0.666	0.019	1.624	0.042	6830	100	0.272	0.087	0.726	0.099	0.444	0.028	-0.415	0.077	
OGLE-BLG-RRLYR-07750	0.581	0.052	0.678	0.019	1.629	0.042	6760	100	0.254	0.087	0.733	0.099	0.465	0.028	-0.466	0.078	
OGLE-BLG-RRLYR-07751	0.700	0.050	0.737	0.019	1.579	0.042	6120	100	0.260	0.087	0.876	0.098	0.617	0.028	-0.691	0.077	
OGLE-BLG-RRLYR-07755	0.647	0.052	0.718	0.020	1.674	0.042	6620	100	0.179	0.088	0.64	0.10	0.480	0.029	-0.575	0.079	
OGLE-BLG-RRLYR-07760	0.735	0.054	0.789	0.020	1.679	0.042	6120	110	0.031	0.087	0.641	0.098	0.616	0.030	-0.918	0.081	
OGLE-BLG-RRLYR-07763	0.708	0.053	0.806	0.020	1.794	0.042	6410	110	-0.196	0.088	0.350	0.099	0.545	0.030	-1.041	0.081	
OGLE-BLG-RRLYR-07767	0.616	0.051	0.706	0.019	1.638	0.042	6580	100	0.213	0.087	0.719	0.099	0.503	0.028	-0.564	0.078	
OGLE-BLG-RRLYR-07769	0.666	0.056	0.743	0.021	1.643	0.043	6320	110	0.163	0.089	0.71	0.10	0.562	0.029	-0.708	0.082	
OGLE-BLG-RRLYR-07771	0.761	0.051	0.815	0.019	1.679	0.042	5965	99	0.003	0.088	0.655	0.099	0.652	0.028	-1.002	0.078	
OGLE-BLG-RRLYR-07774	0.761	0.050	0.803	0.019	1.763	0.042	6320	100	-0.115	0.087	0.463	0.098	0.569	0.028	-0.999	0.077	
OGLE-BLG-RRLYR-07777	0.552	0.049	0.719	0.019	1.721	0.041	6790	100	0.024	0.087	0.487	0.098	0.458	0.028	-0.689	0.077	
OGLE-BLG-RRLYR-07785	0.662	0.051	0.723	0.019	1.621	0.042	6380	100	0.244	0.087	0.786	0.098	0.548	0.028	-0.608	0.078	
OGLE-BLG-RRLYR-07786	0.644	0.051	0.737	0.019	1.571	0.042	6130	100	0.290	0.088	0.898	0.099	0.614	0.028	-0.662	0.078	
OGLE-BLG-RRLYR-07791	0.589	0.050	0.681	0.019	1.573	0.042	6537	99	0.366	0.087	0.893	0.099	0.516	0.028	-0.438	0.077	
OGLE-BLG-RRLYR-07794	0.658	0.050	0.715	0.019	1.612	0.042	6400	100	0.246	0.087	0.796	0.098	0.550	0.028	-0.609	0.078	
OGLE-BLG-RRLYR-07797	0.618	0.059	0.788	0.022	1.835	0.044	6690	110	-0.251	0.092	0.24	0.10	0.480	0.029	-0.987	0.087	
OGLE-BLG-RRLYR-07798	0.613	0.051	0.748	0.019	1.614	0.042	6190	100	0.169	0.087	0.774	0.099	0.599	0.028	-0.754	0.078	
OGLE-BLG-RRLYR-07799	0.579	0.052	0.692	0.019	1.662	0.042	6758	99	0.184	0.088	0.647	0.099	0.460	0.028	-0.533	0.079	
OGLE-BLG-RRLYR-07801	0.577	0.051	0.675	0.019	1.549	0.042	6470	100	0.421	0.087	0.942	0.098	0.526	0.028	-0.407	0.078	
OGLE-BLG-RRLYR-07802	0.726	0.050	0.750	0.019	1.615	0.042	6170	100	0.217	0.087	0.812	0.098	0.601	0.028	-0.710	0.077	
OGLE-BLG-RRLYR-07812	0.717	0.049	0.858	0.019	1.777	0.042	5991	99	-0.235	0.087	0.415	0.099	0.646	0.028	-1.234	0.077	
