ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-BLG-RRLYR-09792	0.545	0.049	0.698	0.019	1.666	0.041	6757	99	0.146	0.087	0.618	0.098	0.464	0.028	-0.572	0.077	
OGLE-BLG-RRLYR-09793	0.516	0.050	0.662	0.019	1.609	0.042	6815	99	0.295	0.087	0.758	0.098	0.453	0.028	-0.406	0.077	
OGLE-BLG-RRLYR-09794	0.695	0.051	0.740	0.019	1.610	0.042	6210	100	0.216	0.087	0.810	0.099	0.594	0.028	-0.707	0.078	
OGLE-BLG-RRLYR-09797	0.656	0.050	0.705	0.019	1.583	0.042	6380	100	0.344	0.087	0.893	0.099	0.551	0.028	-0.514	0.077	
OGLE-BLG-RRLYR-09802	0.705	0.052	0.757	0.019	1.698	0.043	6410	100	0.051	0.089	0.58	0.10	0.542	0.028	-0.790	0.079	
OGLE-BLG-RRLYR-09803	0.564	0.051	0.695	0.019	1.653	0.042	6713	99	0.183	0.088	0.662	0.099	0.473	0.028	-0.551	0.078	
OGLE-BLG-RRLYR-09807	0.667	0.050	0.757	0.019	1.661	0.041	6290	100	0.096	0.087	0.663	0.098	0.571	0.028	-0.783	0.077	
OGLE-BLG-RRLYR-09808	0.678	0.054	0.730	0.021	1.617	0.044	6310	100	0.246	0.091	0.80	0.10	0.555	0.029	-0.630	0.082	
OGLE-BLG-RRLYR-09818	0.662	0.051	0.756	0.019	1.630	0.042	6170	100	0.141	0.087	0.745	0.099	0.602	0.028	-0.788	0.078	
OGLE-BLG-RRLYR-09821	0.679	0.051	0.751	0.019	1.629	0.042	6206	99	0.163	0.087	0.758	0.099	0.595	0.028	-0.759	0.078	
OGLE-BLG-RRLYR-09822	0.636	0.050	0.742	0.019	1.583	0.042	6139	99	0.254	0.087	0.860	0.099	0.611	0.028	-0.695	0.077	
OGLE-BLG-RRLYR-09829	0.526	0.049	0.664	0.019	1.601	0.042	6766	99	0.301	0.087	0.770	0.098	0.463	0.028	-0.409	0.076	
OGLE-BLG-RRLYR-09831	0.708	0.054	0.760	0.020	1.732	0.043	6520	100	-0.012	0.089	0.51	0.10	0.521	0.028	-0.817	0.080	
OGLE-BLG-RRLYR-09841	0.652	0.052	0.729	0.020	1.561	0.042	6140	100	0.296	0.087	0.908	0.099	0.615	0.029	-0.649	0.079	
OGLE-BLG-RRLYR-09849	0.595	0.051	0.675	0.019	1.523	0.043	6410	110	0.409	0.089	0.96	0.10	0.548	0.030	-0.437	0.078	
OGLE-BLG-RRLYR-09856	0.532	0.051	0.671	0.019	1.612	0.042	6760	100	0.273	0.087	0.750	0.099	0.466	0.028	-0.449	0.078	
OGLE-BLG-RRLYR-09861	0.548	0.050	0.662	0.019	1.612	0.042	6820	100	0.300	0.087	0.758	0.099	0.446	0.028	-0.393	0.077	
OGLE-BLG-RRLYR-09866	0.595	0.052	0.718	0.019	1.624	0.043	6460	100	0.190	0.088	0.74	0.10	0.540	0.029	-0.646	0.078	
OGLE-BLG-RRLYR-09871	0.631	0.051	0.720	0.019	1.583	0.042	6260	100	0.274	0.087	0.857	0.098	0.583	0.028	-0.619	0.078	
OGLE-BLG-RRLYR-09872	0.687	0.054	0.843	0.021	1.841	0.043	6310	100	-0.319	0.090	0.22	0.10	0.554	0.029	-1.186	0.083	
OGLE-BLG-RRLYR-09875	0.601	0.052	0.717	0.019	1.677	0.042	6620	100	0.121	0.088	0.61	0.10	0.490	0.028	-0.642	0.078	
OGLE-BLG-RRLYR-09877	0.611	0.052	0.729	0.020	1.732	0.042	6750	100	0.022	0.088	0.494	0.099	0.464	0.028	-0.697	0.080	
OGLE-BLG-RRLYR-09882	0.582	0.050	0.737	0.019	1.700	0.042	6580	100	0.038	0.087	0.553	0.098	0.506	0.028	-0.744	0.077	
OGLE-BLG-RRLYR-09888	0.575	0.051	0.694	0.019	1.654	0.042	6749	99	0.188	0.087	0.670	0.099	0.472	0.028	-0.539	0.078	
OGLE-BLG-RRLYR-09893	0.725	0.051	0.761	0.019	1.632	0.042	6138	99	0.154	0.087	0.765	0.099	0.612	0.028	-0.792	0.078	
OGLE-BLG-RRLYR-09894	0.634	0.051	0.727	0.019	1.662	0.042	6500	100	0.156	0.087	0.669	0.099	0.516	0.028	-0.651	0.078	
OGLE-BLG-RRLYR-09896	0.548	0.051	0.712	0.019	1.720	0.042	6840	100	0.038	0.088	0.488	0.099	0.442	0.028	-0.644	0.079	
OGLE-BLG-RRLYR-09901	0.678	0.056	0.758	0.020	1.669	0.043	6320	100	0.087	0.090	0.66	0.10	0.571	0.029	-0.795	0.083	
OGLE-BLG-RRLYR-09903	0.679	0.050	0.764	0.019	1.645	0.042	6190	100	0.109	0.087	0.702	0.098	0.596	0.028	-0.812	0.077	
OGLE-BLG-RRLYR-09905	0.732	0.050	0.780	0.019	1.679	0.042	6173	99	0.047	0.087	0.647	0.098	0.601	0.028	-0.885	0.077	
OGLE-BLG-RRLYR-09906	0.674	0.053	0.763	0.020	1.734	0.043	6500	100	-0.030	0.089	0.48	0.10	0.520	0.028	-0.834	0.079	
OGLE-BLG-RRLYR-09913	0.738	0.052	0.750	0.019	1.599	0.042	6100	100	0.218	0.087	0.851	0.099	0.626	0.028	-0.751	0.079	
OGLE-BLG-RRLYR-09915	0.665	0.051	0.723	0.019	1.628	0.042	6410	100	0.245	0.088	0.770	0.099	0.537	0.028	-0.597	0.078	
OGLE-BLG-RRLYR-09916	0.594	0.052	0.702	0.019	1.651	0.042	6660	100	0.179	0.088	0.674	0.099	0.485	0.028	-0.566	0.078	
OGLE-BLG-RRLYR-09923	0.593	0.050	0.714	0.019	1.604	0.042	6434	99	0.272	0.087	0.793	0.099	0.524	0.028	-0.546	0.077	
OGLE-BLG-RRLYR-09924	0.666	0.050	0.759	0.019	1.708	0.042	6436	99	0.051	0.087	0.566	0.099	0.527	0.028	-0.772	0.077	
OGLE-BLG-RRLYR-09931	0.607	0.050	0.733	0.019	1.638	0.042	6380	100	0.192	0.088	0.72	0.10	0.540	0.028	-0.660	0.077	
OGLE-BLG-RRLYR-09934	0.588	0.058	0.701	0.022	1.637	0.045	6600	100	0.219	0.091	0.70	0.10	0.492	0.028	-0.548	0.083	
OGLE-BLG-RRLYR-09935	0.543	0.051	0.656	0.019	1.547	0.042	6613	99	0.425	0.087	0.923	0.099	0.496	0.028	-0.347	0.077	
OGLE-BLG-RRLYR-09938	0.624	0.052	0.712	0.020	1.676	0.042	6660	100	0.165	0.088	0.627	0.099	0.476	0.028	-0.580	0.079	
OGLE-BLG-RRLYR-09941	0.570	0.052	0.698	0.020	1.621	0.042	6580	100	0.240	0.088	0.752	0.099	0.504	0.028	-0.544	0.080	
OGLE-BLG-RRLYR-09945	0.648	0.052	0.711	0.019	1.635	0.042	6539	99	0.211	0.088	0.738	0.099	0.520	0.028	-0.594	0.079	
OGLE-BLG-RRLYR-09951	0.582	0.050	0.721	0.019	1.693	0.042	6690	99	0.076	0.087	0.563	0.099	0.484	0.028	-0.675	0.077	
OGLE-BLG-RRLYR-09953	0.604	0.050	0.703	0.019	1.660	0.042	6690	100	0.167	0.087	0.659	0.098	0.482	0.028	-0.581	0.077	
OGLE-BLG-RRLYR-09954	0.713	0.053	0.843	0.021	1.797	0.043	6170	100	-0.246	0.089	0.35	0.10	0.601	0.028	-1.174	0.083	
OGLE-BLG-RRLYR-09957	0.599	0.050	0.689	0.019	1.615	0.042	6624	99	0.251	0.087	0.766	0.098	0.499	0.028	-0.520	0.077	
OGLE-BLG-RRLYR-09958	0.715	0.051	0.805	0.019	1.775	0.042	6359	99	-0.153	0.087	0.411	0.099	0.559	0.028	-1.017	0.077	
OGLE-BLG-RRLYR-09959	0.616	0.051	0.731	0.019	1.666	0.042	6490	100	0.128	0.087	0.643	0.099	0.521	0.028	-0.681	0.078	
OGLE-BLG-RRLYR-09962	0.610	0.052	0.699	0.019	1.642	0.042	6660	100	0.207	0.088	0.707	0.099	0.490	0.028	-0.550	0.079	
OGLE-BLG-RRLYR-09969	0.629	0.050	0.740	0.019	1.557	0.042	6075	99	0.301	0.088	0.930	0.099	0.632	0.028	-0.678	0.078	
OGLE-BLG-RRLYR-09981	0.636	0.051	0.705	0.019	1.602	0.042	6464	99	0.257	0.087	0.806	0.098	0.539	0.028	-0.573	0.078	
OGLE-BLG-RRLYR-09984	0.644	0.050	0.734	0.019	1.639	0.042	6385	99	0.216	0.087	0.744	0.099	0.541	0.028	-0.634	0.077	
OGLE-BLG-RRLYR-09989	0.723	0.050	0.764	0.019	1.595	0.041	6020	100	0.212	0.087	0.855	0.098	0.645	0.028	-0.780	0.077	
OGLE-BLG-RRLYR-09996	0.608	0.056	0.731	0.020	1.707	0.043	6670	100	0.054	0.089	0.54	0.10	0.490	0.028	-0.702	0.081	
OGLE-BLG-RRLYR-10001	0.596	0.050	0.674	0.019	1.571	0.042	6560	100	0.356	0.087	0.860	0.099	0.505	0.028	-0.435	0.077	
OGLE-BLG-RRLYR-10002	0.601	0.051	0.708	0.019	1.629	0.042	6519	99	0.222	0.087	0.735	0.098	0.516	0.028	-0.576	0.077	
OGLE-BLG-RRLYR-10003	0.665	0.050	0.769	0.019	1.626	0.042	6090	100	0.130	0.087	0.753	0.099	0.621	0.028	-0.821	0.077	
OGLE-BLG-RRLYR-10004	0.629	0.052	0.724	0.020	1.673	0.042	6570	100	0.146	0.087	0.634	0.099	0.498	0.028	-0.631	0.078	
OGLE-BLG-RRLYR-10007	0.594	0.050	0.683	0.019	1.571	0.042	6500	100	0.376	0.087	0.896	0.099	0.520	0.028	-0.437	0.077	
OGLE-BLG-RRLYR-10009	0.567	0.050	0.666	0.019	1.654	0.042	6920	100	0.221	0.087	0.633	0.099	0.409	0.028	-0.419	0.077	
OGLE-BLG-RRLYR-10012	0.630	0.050	0.723	0.019	1.541	0.041	6110	100	0.327	0.087	0.954	0.098	0.624	0.028	-0.631	0.077	
OGLE-BLG-RRLYR-10013	0.656	0.051	0.772	0.019	1.759	0.042	6530	100	-0.077	0.087	0.420	0.099	0.505	0.028	-0.863	0.078	
OGLE-BLG-RRLYR-10019	0.705	0.051	0.791	0.019	1.777	0.042	6470	100	-0.132	0.087	0.412	0.099	0.535	0.028	-0.962	0.078	
OGLE-BLG-RRLYR-10020	0.625	0.051	0.743	0.019	1.680	0.042	6460	100	0.081	0.087	0.615	0.099	0.533	0.028	-0.741	0.078	
OGLE-BLG-RRLYR-10028	0.640	0.051	0.728	0.019	1.571	0.042	6190	100	0.299	0.087	0.895	0.098	0.599	0.028	-0.620	0.078	
OGLE-BLG-RRLYR-10029	0.704	0.050	0.759	0.019	1.673	0.042	6300	100	0.112	0.087	0.659	0.099	0.559	0.028	-0.759	0.077	
OGLE-BLG-RRLYR-10030	0.541	0.051	0.694	0.019	1.668	0.042	6780	100	0.162	0.087	0.604	0.099	0.444	0.028	-0.528	0.078	
OGLE-BLG-RRLYR-10032	0.641	0.050	0.707	0.019	1.650	0.042	6620	99	0.191	0.087	0.704	0.098	0.500	0.028	-0.584	0.077	
OGLE-BLG-RRLYR-10033	0.651	0.050	0.819	0.019	1.678	0.042	5944	99	-0.006	0.088	0.659	0.099	0.660	0.028	-1.022	0.078	
OGLE-BLG-RRLYR-10036	0.692	0.050	0.734	0.019	1.640	0.042	6372	99	0.186	0.087	0.750	0.098	0.557	0.028	-0.685	0.077	
OGLE-BLG-RRLYR-10038	0.702	0.050	0.728	0.019	1.594	0.041	6250	100	0.310	0.087	0.889	0.098	0.578	0.028	-0.593	0.077	
OGLE-BLG-RRLYR-10041	0.688	0.051	0.726	0.019	1.676	0.042	6570	99	0.169	0.088	0.673	0.099	0.506	0.028	-0.616	0.078	
OGLE-BLG-RRLYR-10042	0.698	0.050	0.745	0.019	1.622	0.042	6230	100	0.214	0.087	0.786	0.098	0.582	0.028	-0.690	0.077	
OGLE-BLG-RRLYR-10044	0.723	0.050	0.839	0.019	1.811	0.042	6260	100	-0.254	0.087	0.309	0.099	0.569	0.028	-1.139	0.077	
OGLE-BLG-RRLYR-10045	0.642	0.050	0.734	0.019	1.632	0.042	6353	99	0.219	0.087	0.753	0.099	0.548	0.028	-0.643	0.077	
OGLE-BLG-RRLYR-10048	0.620	0.051	0.745	0.019	1.536	0.042	5960	100	0.304	0.087	0.984	0.099	0.668	0.028	-0.713	0.078	
OGLE-BLG-RRLYR-10051	0.538	0.049	0.708	0.019	1.548	0.042	6281	99	0.342	0.088	0.91	0.10	0.574	0.028	-0.551	0.077	
OGLE-BLG-RRLYR-10052	0.638	0.069	0.713	0.025	1.699	0.045	6730	110	0.170	0.094	0.62	0.10	0.459	0.031	-0.550	0.093	
OGLE-BLG-RRLYR-10055	0.643	0.051	0.759	0.019	1.767	0.042	6630	100	-0.085	0.087	0.406	0.099	0.487	0.028	-0.840	0.078	
OGLE-BLG-RRLYR-10057	0.611	0.051	0.727	0.019	1.582	0.042	6230	100	0.268	0.087	0.851	0.099	0.586	0.028	-0.638	0.078	
OGLE-BLG-RRLYR-10062	0.662	0.050	0.697	0.019	1.537	0.042	6270	100	0.418	0.087	0.992	0.099	0.577	0.028	-0.480	0.077	
OGLE-BLG-RRLYR-10068	0.683	0.051	0.734	0.019	1.567	0.041	6100	100	0.283	0.087	0.905	0.098	0.622	0.029	-0.681	0.077	
OGLE-BLG-RRLYR-10069	0.614	0.050	0.747	0.019	1.591	0.043	6150	100	0.233	0.089	0.84	0.10	0.610	0.028	-0.708	0.078	
OGLE-BLG-RRLYR-10079	0.633	0.051	0.694	0.019	1.555	0.042	6351	99	0.381	0.087	0.939	0.099	0.559	0.028	-0.490	0.078	
OGLE-BLG-RRLYR-10085	0.644	0.055	0.714	0.020	1.677	0.043	6670	100	0.134	0.090	0.63	0.10	0.487	0.028	-0.618	0.080	
OGLE-BLG-RRLYR-10088	0.639	0.051	0.748	0.019	1.735	0.042	6600	100	-0.021	0.088	0.471	0.099	0.495	0.028	-0.788	0.078	
OGLE-BLG-RRLYR-10099	0.637	0.050	0.725	0.019	1.670	0.042	6547	99	0.163	0.087	0.654	0.099	0.502	0.028	-0.624	0.078	
OGLE-BLG-RRLYR-10102	0.538	0.050	0.763	0.019	1.585	0.041	6000	100	0.178	0.087	0.846	0.098	0.656	0.028	-0.826	0.077	
OGLE-BLG-RRLYR-10104	0.672	0.050	0.749	0.019	1.656	0.042	6347	99	0.154	0.087	0.691	0.099	0.548	0.028	-0.704	0.077	
OGLE-BLG-RRLYR-10107	0.709	0.050	0.752	0.019	1.580	0.041	6020	100	0.244	0.087	0.887	0.098	0.642	0.028	-0.745	0.077	
OGLE-BLG-RRLYR-10115	0.684	0.052	0.760	0.019	1.687	0.042	6370	100	0.054	0.088	0.613	0.099	0.559	0.028	-0.809	0.078	
OGLE-BLG-RRLYR-10122	0.692	0.051	0.740	0.019	1.704	0.042	6570	100	0.114	0.088	0.592	0.099	0.486	0.028	-0.650	0.078	
OGLE-BLG-RRLYR-10124	0.698	0.050	0.746	0.019	1.678	0.042	6429	99	0.154	0.087	0.663	0.099	0.527	0.028	-0.675	0.077	
OGLE-BLG-RRLYR-10132	0.700	0.052	0.734	0.019	1.622	0.042	6300	100	0.205	0.087	0.783	0.099	0.576	0.028	-0.690	0.078	
OGLE-BLG-RRLYR-10135	0.595	0.051	0.719	0.019	1.656	0.042	6540	100	0.149	0.088	0.664	0.099	0.512	0.028	-0.643	0.078	
OGLE-BLG-RRLYR-10137	0.674	0.050	0.738	0.019	1.611	0.042	6248	99	0.232	0.087	0.805	0.099	0.580	0.028	-0.672	0.077	
OGLE-BLG-RRLYR-10142	0.545	0.050	0.668	0.019	1.627	0.042	6832	99	0.265	0.087	0.728	0.098	0.448	0.028	-0.430	0.077	
OGLE-BLG-RRLYR-10151	0.689	0.056	0.758	0.020	1.753	0.043	6630	100	-0.043	0.089	0.46	0.10	0.499	0.028	-0.815	0.082	
OGLE-BLG-RRLYR-10152	0.601	0.051	0.703	0.019	1.608	0.042	6500	100	0.247	0.087	0.780	0.099	0.527	0.028	-0.567	0.078	
OGLE-BLG-RRLYR-10167	0.603	0.050	0.724	0.019	1.617	0.042	6370	100	0.259	0.087	0.789	0.099	0.545	0.028	-0.601	0.077	
OGLE-BLG-RRLYR-10172	0.590	0.051	0.685	0.019	1.623	0.042	6700	100	0.254	0.087	0.745	0.099	0.481	0.028	-0.491	0.078	
OGLE-BLG-RRLYR-10173	0.569	0.049	0.685	0.019	1.614	0.041	6670	100	0.250	0.087	0.733	0.098	0.477	0.028	-0.484	0.077	
OGLE-BLG-RRLYR-10176	0.736	0.052	0.754	0.019	1.639	0.042	6220	100	0.155	0.088	0.751	0.099	0.596	0.028	-0.767	0.079	
OGLE-BLG-RRLYR-10183	0.562	0.050	0.686	0.019	1.536	0.042	6360	100	0.438	0.088	0.97	0.10	0.545	0.028	-0.426	0.077	
OGLE-BLG-RRLYR-10185	0.554	0.052	0.671	0.020	1.623	0.042	6770	100	0.288	0.088	0.74	0.10	0.453	0.028	-0.417	0.078	
OGLE-BLG-RRLYR-10188	0.641	0.051	0.732	0.019	1.645	0.042	6410	100	0.172	0.087	0.698	0.099	0.537	0.028	-0.662	0.078	
OGLE-BLG-RRLYR-10189	0.611	0.050	0.733	0.019	1.529	0.042	6024	99	0.345	0.087	0.993	0.099	0.646	0.028	-0.654	0.077	
OGLE-BLG-RRLYR-10203	0.685	0.057	0.723	0.021	1.645	0.043	6460	100	0.207	0.089	0.73	0.10	0.530	0.029	-0.620	0.082	
OGLE-BLG-RRLYR-10204	0.603	0.050	0.680	0.019	1.561	0.042	6484	99	0.398	0.087	0.915	0.099	0.524	0.028	-0.420	0.077	
OGLE-BLG-RRLYR-10205	0.675	0.052	0.750	0.020	1.620	0.042	6210	100	0.198	0.088	0.780	0.099	0.589	0.029	-0.711	0.079	
OGLE-BLG-RRLYR-10208	0.652	0.065	0.736	0.022	1.718	0.045	6660	100	0.038	0.094	0.53	0.10	0.490	0.029	-0.719	0.089	
OGLE-BLG-RRLYR-10209	0.543	0.051	0.691	0.019	1.581	0.042	6480	100	0.305	0.087	0.838	0.098	0.528	0.028	-0.512	0.078	
OGLE-BLG-RRLYR-10210	0.640	0.050	0.713	0.019	1.611	0.042	6420	100	0.259	0.087	0.791	0.099	0.540	0.028	-0.584	0.077	
OGLE-BLG-RRLYR-10216	0.536	0.050	0.748	0.019	1.784	0.042	6810	100	-0.116	0.087	0.346	0.098	0.452	0.028	-0.812	0.077	
OGLE-BLG-RRLYR-10217	0.632	0.052	0.710	0.019	1.606	0.042	6420	100	0.253	0.087	0.802	0.099	0.544	0.028	-0.591	0.078	
OGLE-BLG-RRLYR-10223	0.684	0.050	0.728	0.019	1.626	0.042	6360	100	0.229	0.087	0.771	0.098	0.553	0.028	-0.623	0.078	
OGLE-BLG-RRLYR-10225	0.619	0.050	0.807	0.019	1.745	0.042	6230	100	-0.134	0.088	0.45	0.10	0.580	0.028	-1.031	0.078	
OGLE-BLG-RRLYR-10226	0.598	0.050	0.716	0.019	1.674	0.042	6620	100	0.156	0.087	0.635	0.099	0.485	0.028	-0.603	0.077	
OGLE-BLG-RRLYR-10227	0.570	0.053	0.701	0.020	1.680	0.042	6780	100	0.136	0.088	0.607	0.099	0.459	0.028	-0.572	0.079	
OGLE-BLG-RRLYR-10228	0.691	0.051	0.738	0.019	1.618	0.042	6250	100	0.206	0.087	0.784	0.099	0.582	0.028	-0.699	0.078	
OGLE-BLG-RRLYR-10234	0.722	0.050	0.754	0.019	1.651	0.042	6274	99	0.190	0.087	0.739	0.098	0.567	0.028	-0.696	0.077	
OGLE-BLG-RRLYR-10248	0.637	0.050	0.784	0.019	1.653	0.042	6080	100	0.068	0.089	0.70	0.10	0.629	0.028	-0.904	0.078	
OGLE-BLG-RRLYR-10249	0.687	0.051	0.743	0.019	1.712	0.042	6570	100	0.042	0.088	0.554	0.099	0.508	0.028	-0.742	0.078	
OGLE-BLG-RRLYR-10254	0.643	0.052	0.709	0.019	1.612	0.042	6460	100	0.272	0.088	0.804	0.099	0.532	0.028	-0.553	0.078	
OGLE-BLG-RRLYR-10259	0.648	0.050	0.737	0.019	1.634	0.042	6340	100	0.219	0.088	0.75	0.10	0.549	0.028	-0.644	0.077	
OGLE-BLG-RRLYR-10263	0.653	0.050	0.713	0.019	1.597	0.042	6370	100	0.273	0.087	0.848	0.099	0.560	0.028	-0.601	0.078	
OGLE-BLG-RRLYR-10267	0.687	0.050	0.822	0.019	1.776	0.042	6220	100	-0.179	0.087	0.398	0.098	0.581	0.028	-1.077	0.078	
OGLE-BLG-RRLYR-10270	0.632	0.051	0.802	0.019	1.630	0.042	5910	100	0.088	0.087	0.765	0.099	0.670	0.028	-0.938	0.079	
OGLE-BLG-RRLYR-10279	0.607	0.051	0.694	0.019	1.616	0.042	6580	100	0.258	0.087	0.773	0.099	0.504	0.028	-0.533	0.078	
OGLE-BLG-RRLYR-10284	0.621	0.050	0.686	0.019	1.594	0.042	6572	99	0.305	0.087	0.827	0.098	0.512	0.028	-0.488	0.077	
OGLE-BLG-RRLYR-10293	0.722	0.050	0.728	0.019	1.590	0.042	6229	99	0.315	0.087	0.896	0.099	0.585	0.028	-0.603	0.078	
OGLE-BLG-RRLYR-10301	0.517	0.050	0.675	0.019	1.664	0.041	6920	99	0.195	0.087	0.629	0.098	0.428	0.028	-0.469	0.077	
OGLE-BLG-RRLYR-10302	0.638	0.052	0.719	0.019	1.619	0.042	6425	99	0.218	0.088	0.769	0.099	0.547	0.028	-0.629	0.078	
OGLE-BLG-RRLYR-10305	0.610	0.051	0.785	0.019	1.746	0.042	6380	100	-0.121	0.087	0.444	0.098	0.553	0.028	-0.972	0.079	
OGLE-BLG-RRLYR-10307	0.587	0.051	0.688	0.019	1.624	0.042	6672	99	0.252	0.087	0.739	0.099	0.484	0.028	-0.499	0.077	
OGLE-BLG-RRLYR-10315	0.531	0.049	0.669	0.019	1.598	0.042	6710	100	0.302	0.087	0.792	0.098	0.477	0.028	-0.439	0.078	
OGLE-BLG-RRLYR-10327	0.628	0.051	0.706	0.019	1.613	0.042	6470	100	0.247	0.087	0.785	0.098	0.530	0.028	-0.565	0.077	
OGLE-BLG-RRLYR-10344	0.582	0.050	0.723	0.019	1.631	0.042	6423	99	0.173	0.087	0.718	0.099	0.542	0.028	-0.660	0.077	
OGLE-BLG-RRLYR-10348	0.748	0.051	0.768	0.019	1.743	0.042	6490	100	-0.000	0.087	0.504	0.099	0.517	0.028	-0.806	0.078	
OGLE-BLG-RRLYR-10349	0.704	0.050	0.744	0.019	1.654	0.042	6350	100	0.169	0.088	0.70	0.10	0.551	0.028	-0.690	0.078	
OGLE-BLG-RRLYR-10357	0.602	0.051	0.698	0.019	1.618	0.042	6580	100	0.243	0.087	0.761	0.099	0.509	0.028	-0.545	0.078	
OGLE-BLG-RRLYR-10370	0.723	0.051	0.794	0.019	1.773	0.042	6432	99	-0.129	0.087	0.415	0.099	0.542	0.028	-0.968	0.077	
OGLE-BLG-RRLYR-10373	0.591	0.052	0.700	0.019	1.632	0.042	6600	100	0.226	0.087	0.729	0.099	0.499	0.028	-0.548	0.078	
OGLE-BLG-RRLYR-10374	0.557	0.050	0.692	0.019	1.639	0.042	6697	99	0.221	0.087	0.702	0.098	0.476	0.028	-0.516	0.077	
OGLE-BLG-RRLYR-10375	0.554	0.051	0.679	0.019	1.614	0.042	6700	100	0.282	0.087	0.765	0.098	0.475	0.028	-0.454	0.078	
OGLE-BLG-RRLYR-10381	0.678	0.050	0.760	0.019	1.654	0.042	6240	100	0.095	0.087	0.681	0.098	0.587	0.028	-0.814	0.077	
OGLE-BLG-RRLYR-10383	0.665	0.050	0.782	0.019	1.778	0.042	6540	100	-0.133	0.087	0.385	0.099	0.515	0.028	-0.932	0.077	
OGLE-BLG-RRLYR-10384	0.563	0.050	0.739	0.019	1.748	0.042	6750	100	-0.051	0.087	0.428	0.099	0.469	0.028	-0.778	0.078	
OGLE-BLG-RRLYR-10385	0.654	0.051	0.728	0.019	1.616	0.042	6330	100	0.219	0.087	0.787	0.099	0.567	0.028	-0.664	0.078	
OGLE-BLG-RRLYR-10386	0.604	0.058	0.706	0.021	1.594	0.043	6410	110	0.319	0.090	0.85	0.10	0.536	0.029	-0.520	0.083	
OGLE-BLG-RRLYR-10397	0.590	0.050	0.717	0.019	1.711	0.042	6781	99	0.063	0.087	0.529	0.098	0.462	0.028	-0.651	0.077	
OGLE-BLG-RRLYR-10399	0.545	0.050	0.696	0.019	1.642	0.042	6680	100	0.189	0.087	0.685	0.098	0.483	0.028	-0.561	0.077	
OGLE-BLG-RRLYR-10402	0.546	0.051	0.676	0.019	1.600	0.042	6650	100	0.293	0.088	0.782	0.099	0.485	0.028	-0.470	0.078	
OGLE-BLG-RRLYR-10409	0.661	0.052	0.757	0.019	1.727	0.042	6540	100	-0.009	0.088	0.509	0.099	0.517	0.028	-0.806	0.079	
OGLE-BLG-RRLYR-10410	0.602	0.051	0.739	0.019	1.594	0.041	6190	100	0.205	0.087	0.806	0.098	0.600	0.029	-0.715	0.078	
OGLE-BLG-RRLYR-10417	0.574	0.052	0.678	0.019	1.616	0.042	6720	100	0.270	0.087	0.760	0.099	0.476	0.028	-0.464	0.078	
OGLE-BLG-RRLYR-10430	0.577	0.054	0.734	0.020	1.700	0.043	6610	100	0.042	0.090	0.54	0.10	0.500	0.029	-0.730	0.080	
OGLE-BLG-RRLYR-10431	0.675	0.051	0.721	0.019	1.670	0.042	6595	99	0.138	0.087	0.651	0.098	0.506	0.028	-0.641	0.077	
OGLE-BLG-RRLYR-10432	0.611	0.058	0.718	0.021	1.660	0.044	6580	100	0.143	0.091	0.65	0.10	0.507	0.029	-0.641	0.083	
OGLE-BLG-RRLYR-10433	0.604	0.052	0.713	0.019	1.709	0.042	6793	99	0.069	0.088	0.53	0.10	0.456	0.028	-0.640	0.078	
OGLE-BLG-RRLYR-10440	0.567	0.051	0.701	0.019	1.672	0.042	6750	100	0.151	0.087	0.613	0.099	0.458	0.028	-0.561	0.077	
OGLE-BLG-RRLYR-10442	0.620	0.050	0.795	0.019	1.775	0.043	6430	100	-0.209	0.089	0.33	0.10	0.531	0.028	-1.029	0.078	
OGLE-BLG-RRLYR-10451	0.556	0.050	0.786	0.019	1.562	0.042	5738	99	0.216	0.087	0.951	0.099	0.727	0.028	-0.906	0.077	
OGLE-BLG-RRLYR-10452	0.569	0.051	0.679	0.019	1.579	0.042	6560	100	0.400	0.087	0.885	0.099	0.494	0.028	-0.377	0.078	
OGLE-BLG-RRLYR-10455	0.628	0.050	0.693	0.019	1.607	0.042	6578	99	0.278	0.087	0.797	0.098	0.511	0.028	-0.515	0.077	
OGLE-BLG-RRLYR-10457	0.625	0.051	0.706	0.019	1.602	0.042	6440	100	0.281	0.087	0.820	0.098	0.539	0.028	-0.558	0.078	
OGLE-BLG-RRLYR-10459	0.721	0.050	0.797	0.019	1.696	0.041	6130	100	-0.007	0.087	0.606	0.098	0.614	0.028	-0.951	0.078	
OGLE-BLG-RRLYR-10460	0.651	0.051	0.750	0.019	1.725	0.042	6552	99	0.004	0.087	0.505	0.099	0.505	0.028	-0.781	0.078	
OGLE-BLG-RRLYR-10461	0.529	0.051	0.675	0.019	1.623	0.042	6754	99	0.261	0.087	0.729	0.099	0.462	0.028	-0.457	0.078	
OGLE-BLG-RRLYR-10463	0.643	0.050	0.713	0.019	1.654	0.042	6600	99	0.176	0.087	0.689	0.099	0.505	0.028	-0.607	0.077	
OGLE-BLG-RRLYR-10466	0.714	0.050	0.745	0.019	1.688	0.042	6450	100	0.136	0.087	0.646	0.098	0.522	0.028	-0.677	0.078	
