ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-SMC-RRLYR-4563	0.591	0.054	0.703	0.020	1.675	0.042	6730	110	0.150	0.089	0.628	0.099	0.467	0.029	-0.576	0.083	
OGLE-SMC-RRLYR-4567	0.635	0.061	0.724	0.023	1.698	0.045	6650	110	0.110	0.093	0.59	0.10	0.480	0.030	-0.642	0.090	
OGLE-SMC-RRLYR-4575	0.656	0.058	0.768	0.022	1.757	0.043	6550	110	-0.071	0.090	0.445	0.099	0.509	0.030	-0.861	0.087	
OGLE-SMC-RRLYR-4576	0.647	0.073	0.733	0.026	1.698	0.050	6610	110	0.06	0.10	0.57	0.11	0.500	0.031	-0.70	0.10	
OGLE-SMC-RRLYR-4583	0.594	0.062	0.707	0.022	1.643	0.043	6560	110	0.190	0.091	0.71	0.10	0.509	0.031	-0.604	0.088	
OGLE-SMC-RRLYR-4590	0.683	0.059	0.774	0.023	1.756	0.044	6500	110	-0.076	0.094	0.44	0.10	0.517	0.030	-0.870	0.090	
OGLE-SMC-RRLYR-4602	0.694	0.056	0.758	0.021	1.688	0.043	6350	110	0.081	0.090	0.60	0.10	0.546	0.029	-0.775	0.083	
OGLE-SMC-RRLYR-4606	0.666	0.059	0.730	0.021	1.654	0.046	6460	110	0.162	0.092	0.70	0.10	0.533	0.029	-0.665	0.083	
OGLE-SMC-RRLYR-4609	0.633	0.055	0.750	0.021	1.667	0.045	6340	100	0.099	0.091	0.64	0.10	0.551	0.029	-0.759	0.082	
OGLE-SMC-RRLYR-4610	0.685	0.061	0.774	0.022	1.722	0.044	6370	110	-0.023	0.092	0.53	0.10	0.552	0.030	-0.884	0.088	
OGLE-SMC-RRLYR-4611	0.685	0.057	0.742	0.020	1.677	0.044	6460	100	0.093	0.090	0.63	0.10	0.536	0.028	-0.734	0.082	
OGLE-SMC-RRLYR-4620	0.545	0.051	0.644	0.019	1.531	0.043	6620	110	0.449	0.089	0.93	0.10	0.484	0.031	-0.311	0.078	
OGLE-SMC-RRLYR-4626	0.629	0.055	0.729	0.021	1.670	0.043	6510	100	0.138	0.089	0.63	0.10	0.511	0.029	-0.660	0.082	
OGLE-SMC-RRLYR-4630	0.612	0.058	0.706	0.021	1.690	0.043	6750	110	0.118	0.090	0.59	0.10	0.464	0.029	-0.597	0.085	
OGLE-SMC-RRLYR-4635	0.701	0.062	0.754	0.023	1.696	0.044	6430	120	0.083	0.092	0.61	0.10	0.534	0.031	-0.751	0.092	
OGLE-SMC-RRLYR-4646	0.709	0.057	0.763	0.021	1.729	0.044	6490	110	0.011	0.089	0.51	0.10	0.517	0.029	-0.795	0.082	
OGLE-SMC-RRLYR-4656	0.622	0.059	0.720	0.022	1.681	0.044	6640	110	0.141	0.091	0.62	0.10	0.487	0.030	-0.614	0.086	
OGLE-SMC-RRLYR-4657	0.658	0.059	0.716	0.022	1.632	0.043	6470	110	0.245	0.090	0.75	0.10	0.523	0.030	-0.573	0.086	
OGLE-SMC-RRLYR-4666	0.660	0.054	0.752	0.020	1.740	0.043	6610	110	-0.015	0.088	0.484	0.099	0.496	0.030	-0.786	0.082	
OGLE-SMC-RRLYR-4678	0.708	0.065	0.761	0.023	1.725	0.044	6490	110	0.017	0.091	0.55	0.10	0.523	0.031	-0.785	0.088	
OGLE-SMC-RRLYR-4681	0.707	0.054	0.761	0.020	1.687	0.042	6360	110	0.090	0.088	0.64	0.10	0.552	0.030	-0.768	0.081	
OGLE-SMC-RRLYR-4694	0.636	0.062	0.726	0.022	1.701	0.044	6630	110	0.067	0.092	0.57	0.10	0.491	0.030	-0.690	0.088	
OGLE-SMC-RRLYR-4705	0.563	0.053	0.743	0.021	1.632	0.044	6300	110	0.175	0.092	0.73	0.10	0.566	0.030	-0.714	0.082	
OGLE-SMC-RRLYR-4714	0.674	0.062	0.739	0.022	1.720	0.044	6620	110	0.049	0.091	0.53	0.10	0.491	0.031	-0.715	0.089	
OGLE-SMC-RRLYR-4721	0.597	0.053	0.705	0.020	1.602	0.042	6450	110	0.226	0.089	0.79	0.10	0.544	0.030	-0.609	0.081	
OGLE-SMC-RRLYR-4755	0.714	0.056	0.771	0.022	1.706	0.043	6370	110	0.053	0.091	0.59	0.10	0.546	0.030	-0.793	0.085	
OGLE-SMC-RRLYR-4757	0.703	0.059	0.784	0.022	1.772	0.043	6480	110	-0.111	0.091	0.42	0.10	0.524	0.031	-0.924	0.090	
OGLE-SMC-RRLYR-4758	0.700	0.052	0.770	0.020	1.675	0.043	6280	100	0.101	0.088	0.66	0.10	0.571	0.029	-0.784	0.079	
OGLE-SMC-RRLYR-4760	0.576	0.060	0.711	0.021	1.683	0.044	6720	110	0.113	0.090	0.60	0.10	0.474	0.029	-0.617	0.083	
OGLE-SMC-RRLYR-4761	0.572	0.052	0.715	0.020	1.673	0.043	6650	100	0.116	0.089	0.61	0.10	0.490	0.029	-0.643	0.081	
OGLE-SMC-RRLYR-4774	0.697	0.057	0.765	0.022	1.701	0.045	6390	110	0.065	0.092	0.59	0.10	0.537	0.031	-0.775	0.085	
OGLE-SMC-RRLYR-4775	0.598	0.065	0.723	0.023	1.683	0.045	6610	110	0.109	0.092	0.61	0.10	0.494	0.030	-0.659	0.089	
OGLE-SMC-RRLYR-4778	0.705	0.056	0.803	0.021	1.785	0.043	6390	110	-0.156	0.089	0.38	0.10	0.536	0.030	-0.987	0.083	
OGLE-SMC-RRLYR-4787	0.673	0.064	0.756	0.024	1.727	0.044	6540	120	0.013	0.093	0.53	0.10	0.513	0.032	-0.781	0.095	
OGLE-SMC-RRLYR-4797	0.637	0.061	0.743	0.023	1.682	0.045	6460	110	0.080	0.094	0.61	0.10	0.531	0.030	-0.744	0.091	
OGLE-SMC-RRLYR-4804	0.660	0.063	0.747	0.024	1.719	0.045	6560	120	0.025	0.094	0.52	0.10	0.504	0.031	-0.762	0.096	
OGLE-SMC-RRLYR-4817	0.696	0.058	0.767	0.022	1.671	0.043	6240	120	0.079	0.090	0.67	0.10	0.586	0.031	-0.831	0.087	
OGLE-SMC-RRLYR-4835	0.728	0.058	0.794	0.022	1.732	0.045	6250	110	-0.063	0.092	0.52	0.10	0.577	0.029	-0.954	0.086	
OGLE-SMC-RRLYR-4845	0.625	0.065	0.736	0.023	1.663	0.045	6440	110	0.111	0.092	0.67	0.10	0.538	0.030	-0.701	0.089	
OGLE-SMC-RRLYR-4853	0.747	0.062	0.760	0.022	1.685	0.045	6350	110	0.096	0.092	0.63	0.10	0.555	0.030	-0.767	0.086	
OGLE-SMC-RRLYR-4865	0.675	0.054	0.749	0.021	1.675	0.043	6410	100	0.126	0.090	0.66	0.10	0.541	0.029	-0.707	0.083	
OGLE-SMC-RRLYR-4899	0.702	0.056	0.764	0.022	1.697	0.044	6390	110	0.072	0.092	0.61	0.10	0.543	0.029	-0.762	0.085	
OGLE-SMC-RRLYR-4904	0.557	0.054	0.708	0.021	1.664	0.044	6650	110	0.111	0.091	0.61	0.10	0.481	0.030	-0.633	0.082	
OGLE-SMC-RRLYR-4908	0.654	0.055	0.751	0.021	1.663	0.044	6360	110	0.129	0.091	0.67	0.10	0.553	0.029	-0.725	0.083	
OGLE-SMC-RRLYR-4910	0.709	0.056	0.777	0.020	1.728	0.042	6380	110	-0.036	0.088	0.526	0.099	0.548	0.029	-0.879	0.082	
OGLE-SMC-RRLYR-4917	0.711	0.057	0.759	0.021	1.704	0.043	6400	110	0.045	0.091	0.58	0.10	0.535	0.029	-0.790	0.084	
OGLE-SMC-RRLYR-4933	0.642	0.059	0.726	0.021	1.712	0.043	6700	110	0.064	0.089	0.54	0.10	0.473	0.031	-0.675	0.084	
OGLE-SMC-RRLYR-4936	0.718	0.053	0.769	0.020	1.688	0.043	6300	100	0.083	0.089	0.63	0.10	0.562	0.029	-0.792	0.080	
OGLE-SMC-RRLYR-4944	0.740	0.061	0.766	0.022	1.694	0.044	6330	110	0.043	0.092	0.61	0.10	0.563	0.030	-0.834	0.088	
OGLE-SMC-RRLYR-4958	0.666	0.057	0.761	0.021	1.768	0.043	6640	110	-0.076	0.089	0.41	0.10	0.486	0.030	-0.835	0.084	
OGLE-SMC-RRLYR-4963	0.577	0.055	0.713	0.020	1.660	0.042	6620	110	0.146	0.088	0.651	0.099	0.493	0.030	-0.618	0.082	
OGLE-SMC-RRLYR-4966	0.562	0.061	0.711	0.022	1.664	0.044	6620	110	0.120	0.091	0.63	0.10	0.493	0.030	-0.637	0.086	
OGLE-SMC-RRLYR-4968	0.689	0.056	0.795	0.021	1.804	0.042	6530	110	-0.189	0.090	0.335	0.099	0.518	0.030	-0.991	0.087	
OGLE-SMC-RRLYR-4975	0.626	0.060	0.724	0.022	1.689	0.044	6620	110	0.102	0.091	0.59	0.10	0.491	0.030	-0.664	0.088	
OGLE-SMC-RRLYR-4977	0.660	0.057	0.761	0.021	1.736	0.043	6530	110	-0.002	0.090	0.50	0.10	0.508	0.030	-0.793	0.085	
OGLE-SMC-RRLYR-4981	0.583	0.055	0.673	0.021	1.575	0.043	6580	100	0.371	0.090	0.87	0.10	0.505	0.029	-0.414	0.082	
OGLE-SMC-RRLYR-4999	0.653	0.065	0.732	0.022	1.692	0.046	6580	110	0.101	0.094	0.60	0.11	0.502	0.029	-0.683	0.087	
OGLE-SMC-RRLYR-5014	0.610	0.063	0.714	0.023	1.704	0.044	6750	120	0.100	0.091	0.55	0.10	0.458	0.031	-0.612	0.091	
OGLE-SMC-RRLYR-5015	0.672	0.055	0.738	0.021	1.699	0.042	6570	110	0.080	0.088	0.600	0.099	0.507	0.029	-0.707	0.082	
OGLE-SMC-RRLYR-5022	0.671	0.056	0.752	0.021	1.710	0.043	6500	110	0.059	0.089	0.586	0.099	0.518	0.029	-0.748	0.083	
OGLE-SMC-RRLYR-5028	0.636	0.062	0.735	0.022	1.678	0.044	6500	110	0.087	0.091	0.62	0.10	0.523	0.029	-0.715	0.087	
OGLE-SMC-RRLYR-5031	0.654	0.053	0.750	0.021	1.636	0.043	6260	100	0.170	0.090	0.75	0.10	0.584	0.028	-0.729	0.081	
OGLE-SMC-RRLYR-5051	0.662	0.065	0.766	0.025	1.755	0.047	6540	120	-0.048	0.098	0.45	0.11	0.504	0.032	-0.841	0.097	
OGLE-SMC-RRLYR-5052	0.694	0.061	0.753	0.022	1.701	0.043	6460	110	0.063	0.091	0.59	0.10	0.529	0.030	-0.764	0.089	
OGLE-SMC-RRLYR-5059	0.699	0.059	0.753	0.022	1.704	0.044	6470	110	0.068	0.092	0.59	0.10	0.525	0.030	-0.745	0.087	
OGLE-SMC-RRLYR-5085	0.691	0.055	0.762	0.021	1.708	0.043	6430	110	0.036	0.089	0.57	0.10	0.538	0.030	-0.785	0.083	
OGLE-SMC-RRLYR-5087	0.635	0.059	0.743	0.022	1.678	0.043	6440	120	0.083	0.089	0.62	0.10	0.530	0.031	-0.740	0.086	
OGLE-SMC-RRLYR-5094	0.703	0.055	0.755	0.021	1.698	0.043	6430	110	0.083	0.089	0.61	0.10	0.532	0.029	-0.743	0.082	
OGLE-SMC-RRLYR-5095	0.701	0.054	0.744	0.020	1.685	0.042	6460	100	0.084	0.088	0.632	0.099	0.534	0.029	-0.746	0.080	
OGLE-SMC-RRLYR-5116	0.679	0.058	0.748	0.021	1.712	0.044	6510	110	0.044	0.091	0.57	0.10	0.513	0.030	-0.748	0.085	
OGLE-SMC-RRLYR-5122	0.684	0.059	0.774	0.021	1.777	0.043	6580	110	-0.117	0.090	0.39	0.10	0.504	0.030	-0.895	0.087	
OGLE-SMC-RRLYR-5128	0.713	0.053	0.779	0.021	1.740	0.043	6380	100	-0.035	0.089	0.50	0.10	0.537	0.029	-0.879	0.081	
OGLE-SMC-RRLYR-5135	0.661	0.060	0.766	0.023	1.770	0.043	6610	110	-0.085	0.092	0.41	0.10	0.495	0.031	-0.855	0.092	
OGLE-SMC-RRLYR-5165	0.650	0.053	0.777	0.020	1.707	0.044	6330	100	0.022	0.089	0.56	0.10	0.555	0.029	-0.840	0.080	
OGLE-SMC-RRLYR-5179	0.703	0.060	0.745	0.021	1.700	0.044	6500	110	0.075	0.091	0.61	0.10	0.523	0.029	-0.731	0.085	
OGLE-SMC-RRLYR-5184	0.579	0.061	0.704	0.022	1.676	0.043	6740	110	0.137	0.089	0.618	0.099	0.468	0.031	-0.584	0.086	
OGLE-SMC-RRLYR-5185	0.621	0.055	0.779	0.021	1.796	0.043	6600	110	-0.171	0.090	0.31	0.10	0.494	0.030	-0.936	0.085	
OGLE-SMC-RRLYR-5198	0.600	0.066	0.704	0.023	1.609	0.046	6490	110	0.250	0.095	0.78	0.11	0.526	0.029	-0.567	0.092	
OGLE-SMC-RRLYR-5248	0.745	0.055	0.770	0.020	1.762	0.044	6550	100	-0.046	0.089	0.45	0.10	0.508	0.029	-0.842	0.082	
OGLE-SMC-RRLYR-5256	0.709	0.067	0.787	0.025	1.725	0.046	6290	120	-0.061	0.098	0.52	0.10	0.574	0.032	-0.94	0.10	
OGLE-SMC-RRLYR-5305	0.619	0.061	0.731	0.022	1.709	0.043	6650	110	0.064	0.090	0.55	0.10	0.484	0.031	-0.688	0.089	
OGLE-SMC-RRLYR-5309	0.699	0.060	0.757	0.022	1.750	0.043	6610	110	-0.031	0.092	0.48	0.10	0.500	0.030	-0.805	0.089	
OGLE-SMC-RRLYR-5328	0.679	0.054	0.757	0.021	1.680	0.043	6350	110	0.076	0.090	0.63	0.10	0.552	0.030	-0.776	0.082	
OGLE-SMC-RRLYR-5335	0.665	0.057	0.750	0.021	1.749	0.043	6650	110	-0.027	0.090	0.46	0.10	0.486	0.030	-0.786	0.085	
OGLE-SMC-RRLYR-5347	0.667	0.061	0.773	0.023	1.767	0.044	6540	110	-0.100	0.092	0.39	0.10	0.508	0.031	-0.889	0.091	
OGLE-SMC-RRLYR-5361	0.635	0.058	0.725	0.021	1.687	0.044	6630	110	0.103	0.090	0.61	0.10	0.496	0.030	-0.666	0.083	
OGLE-SMC-RRLYR-5367	0.633	0.058	0.777	0.022	1.765	0.043	6510	110	-0.120	0.091	0.40	0.10	0.517	0.030	-0.920	0.087	
OGLE-SMC-RRLYR-5374	0.588	0.056	0.725	0.021	1.730	0.043	6780	110	0.018	0.090	0.48	0.10	0.457	0.030	-0.691	0.085	
OGLE-SMC-RRLYR-5382	0.711	0.056	0.768	0.022	1.692	0.043	6320	110	0.067	0.090	0.63	0.10	0.557	0.030	-0.787	0.084	
OGLE-SMC-RRLYR-5394	0.545	0.054	0.692	0.021	1.620	0.045	6620	110	0.188	0.094	0.69	0.11	0.491	0.030	-0.570	0.083	
OGLE-SMC-RRLYR-5413	0.692	0.054	0.742	0.021	1.672	0.043	6430	110	0.144	0.090	0.66	0.10	0.531	0.029	-0.678	0.082	
OGLE-SMC-RRLYR-5423	0.679	0.055	0.817	0.021	1.782	0.045	6290	110	-0.170	0.092	0.39	0.10	0.563	0.030	-1.043	0.084	
OGLE-SMC-RRLYR-5439	0.597	0.059	0.726	0.022	1.698	0.044	6640	110	0.076	0.091	0.56	0.10	0.486	0.030	-0.684	0.087	
OGLE-SMC-RRLYR-5442	0.616	0.057	0.742	0.021	1.699	0.042	6540	110	0.065	0.089	0.579	0.099	0.507	0.029	-0.716	0.082	
OGLE-SMC-RRLYR-5443	0.646	0.057	0.726	0.022	1.702	0.043	6670	110	0.105	0.090	0.59	0.10	0.480	0.030	-0.644	0.084	
OGLE-SMC-RRLYR-5459	0.611	0.063	0.741	0.023	1.743	0.043	6700	120	-0.022	0.090	0.45	0.10	0.473	0.033	-0.758	0.090	
OGLE-SMC-RRLYR-5460	0.613	0.064	0.733	0.023	1.701	0.046	6610	110	0.060	0.094	0.56	0.10	0.496	0.030	-0.707	0.091	
OGLE-SMC-RRLYR-5467	0.627	0.054	0.729	0.020	1.576	0.043	6220	110	0.277	0.089	0.87	0.10	0.598	0.031	-0.644	0.081	
OGLE-SMC-RRLYR-5469	0.633	0.054	0.747	0.021	1.653	0.042	6340	110	0.135	0.088	0.686	0.099	0.557	0.030	-0.725	0.081	
OGLE-SMC-RRLYR-5510	0.675	0.058	0.732	0.021	1.669	0.043	6470	110	0.137	0.091	0.67	0.10	0.530	0.030	-0.687	0.085	
OGLE-SMC-RRLYR-5523	0.672	0.059	0.751	0.023	1.713	0.045	6520	110	0.052	0.092	0.56	0.10	0.513	0.029	-0.741	0.088	
OGLE-SMC-RRLYR-5532	0.617	0.059	0.716	0.022	1.662	0.045	6580	120	0.176	0.092	0.67	0.10	0.498	0.031	-0.600	0.087	
OGLE-SMC-RRLYR-5562	0.686	0.061	0.770	0.022	1.790	0.043	6600	110	-0.106	0.092	0.38	0.10	0.493	0.030	-0.877	0.090	
OGLE-SMC-RRLYR-5570	0.674	0.062	0.751	0.023	1.700	0.045	6450	110	0.067	0.093	0.59	0.10	0.528	0.029	-0.754	0.087	
OGLE-SMC-RRLYR-5594	0.689	0.056	0.790	0.021	1.813	0.044	6600	110	-0.196	0.091	0.31	0.10	0.503	0.030	-0.977	0.086	
OGLE-SMC-RRLYR-5596	0.594	0.065	0.715	0.022	1.635	0.046	6510	110	0.183	0.094	0.71	0.10	0.522	0.029	-0.624	0.089	
OGLE-SMC-RRLYR-5600	0.658	0.066	0.732	0.024	1.672	0.046	6500	110	0.138	0.094	0.64	0.10	0.518	0.031	-0.667	0.092	
OGLE-SMC-RRLYR-5607	0.730	0.073	0.793	0.025	1.797	0.048	6500	120	-0.17	0.10	0.33	0.11	0.518	0.032	-0.97	0.10	
OGLE-SMC-RRLYR-5615	0.666	0.060	0.771	0.022	1.777	0.043	6610	110	-0.108	0.090	0.39	0.10	0.499	0.031	-0.881	0.087	
OGLE-SMC-RRLYR-5616	0.628	0.061	0.732	0.022	1.690	0.044	6560	110	0.062	0.091	0.59	0.10	0.508	0.030	-0.719	0.086	
OGLE-SMC-RRLYR-5646	0.684	0.054	0.794	0.021	1.763	0.044	6370	110	-0.109	0.091	0.42	0.10	0.541	0.030	-0.953	0.084	
OGLE-SMC-RRLYR-5668	0.722	0.059	0.806	0.024	1.780	0.045	6350	110	-0.137	0.094	0.41	0.10	0.552	0.031	-1.001	0.093	
OGLE-SMC-RRLYR-5671	0.608	0.058	0.723	0.022	1.704	0.046	6710	110	0.114	0.095	0.57	0.11	0.458	0.031	-0.603	0.087	
OGLE-SMC-RRLYR-5694	0.750	0.059	0.772	0.022	1.696	0.043	6300	110	0.044	0.092	0.62	0.10	0.565	0.030	-0.825	0.088	
OGLE-SMC-RRLYR-5701	0.733	0.058	0.783	0.022	1.723	0.043	6310	110	0.005	0.092	0.55	0.10	0.557	0.030	-0.870	0.089	
OGLE-SMC-RRLYR-5703	0.765	0.063	0.773	0.022	1.722	0.046	6380	110	0.023	0.093	0.55	0.10	0.546	0.029	-0.838	0.087	
OGLE-SMC-RRLYR-5712	0.700	0.065	0.753	0.024	1.665	0.046	6320	120	0.136	0.093	0.67	0.10	0.554	0.032	-0.736	0.092	
OGLE-SMC-RRLYR-5715	0.619	0.058	0.744	0.021	1.719	0.043	6600	110	0.004	0.090	0.51	0.10	0.500	0.030	-0.771	0.085	
OGLE-SMC-RRLYR-5727	0.750	0.068	0.796	0.026	1.753	0.047	6330	120	-0.050	0.099	0.49	0.10	0.552	0.033	-0.91	0.10	
OGLE-SMC-RRLYR-5736	0.664	0.072	0.742	0.024	1.701	0.047	6520	110	0.046	0.097	0.57	0.10	0.519	0.031	-0.747	0.097	
OGLE-SMC-RRLYR-5755	0.684	0.057	0.748	0.021	1.744	0.043	6650	110	-0.009	0.089	0.49	0.10	0.488	0.030	-0.766	0.084	
OGLE-SMC-RRLYR-5758	0.614	0.059	0.721	0.021	1.678	0.043	6620	110	0.147	0.090	0.64	0.10	0.490	0.030	-0.611	0.084	
OGLE-SMC-RRLYR-5780	0.536	0.055	0.738	0.021	1.718	0.043	6640	120	-0.009	0.089	0.49	0.10	0.483	0.034	-0.767	0.083	
OGLE-SMC-RRLYR-5785	0.584	0.070	0.704	0.024	1.642	0.048	6610	110	0.193	0.095	0.69	0.11	0.498	0.031	-0.579	0.092	
OGLE-SMC-RRLYR-5794	0.586	0.058	0.711	0.021	1.648	0.043	6560	110	0.173	0.090	0.69	0.10	0.507	0.031	-0.616	0.086	
OGLE-SMC-RRLYR-5804	0.695	0.058	0.795	0.021	1.759	0.045	6370	110	-0.127	0.092	0.44	0.10	0.558	0.029	-0.988	0.084	
OGLE-SMC-RRLYR-5816	0.570	0.062	0.730	0.023	1.711	0.043	6680	110	0.050	0.090	0.53	0.10	0.477	0.031	-0.685	0.088	
OGLE-SMC-RRLYR-5848	0.674	0.063	0.743	0.022	1.719	0.044	6610	110	0.045	0.091	0.55	0.10	0.499	0.030	-0.728	0.086	
OGLE-SMC-RRLYR-5891	0.649	0.056	0.767	0.021	1.763	0.042	6590	110	-0.090	0.089	0.425	0.099	0.504	0.030	-0.874	0.084	
OGLE-SMC-RRLYR-5905	0.637	0.058	0.752	0.022	1.656	0.045	6280	110	0.108	0.093	0.67	0.10	0.566	0.030	-0.782	0.087	
OGLE-SMC-RRLYR-5938	0.751	0.060	0.769	0.022	1.745	0.044	6490	110	0.001	0.091	0.51	0.10	0.519	0.030	-0.811	0.087	
OGLE-SMC-RRLYR-6080	0.673	0.061	0.745	0.023	1.684	0.045	6450	110	0.110	0.091	0.62	0.10	0.526	0.030	-0.709	0.086	
OGLE-SMC-RRLYR-6083	0.647	0.062	0.747	0.021	1.764	0.047	6730	120	-0.046	0.095	0.42	0.11	0.464	0.033	-0.776	0.085	
OGLE-SMC-RRLYR-6091	0.676	0.066	0.739	0.024	1.688	0.047	6500	120	0.100	0.098	0.60	0.11	0.509	0.031	-0.705	0.095	
OGLE-SMC-RRLYR-6256	0.658	0.059	0.754	0.023	1.670	0.046	6330	110	0.120	0.095	0.67	0.11	0.555	0.029	-0.751	0.088	
OGLE-SMC-RRLYR-6292	0.557	0.057	0.716	0.022	1.599	0.044	6350	110	0.219	0.090	0.79	0.10	0.558	0.029	-0.643	0.085	
OGLE-SMC-RRLYR-6298	0.585	0.052	0.703	0.020	1.610	0.043	6510	100	0.200	0.089	0.73	0.10	0.520	0.029	-0.600	0.079	
OGLE-SMC-RRLYR-6355	0.716	0.060	0.761	0.021	1.718	0.043	6450	110	0.025	0.090	0.56	0.10	0.532	0.030	-0.803	0.085	
