ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-SMC-RRLYR-1737	0.598	0.059	0.676	0.021	1.632	0.044	6780	110	0.252	0.091	0.71	0.10	0.457	0.029	-0.458	0.084	
OGLE-SMC-RRLYR-1740	0.675	0.060	0.742	0.021	1.736	0.043	6660	110	0.024	0.089	0.50	0.10	0.482	0.030	-0.725	0.084	
OGLE-SMC-RRLYR-1769	0.641	0.060	0.726	0.022	1.680	0.044	6590	110	0.119	0.090	0.63	0.10	0.503	0.031	-0.659	0.085	
OGLE-SMC-RRLYR-1780	0.625	0.053	0.747	0.020	1.651	0.044	6300	100	0.120	0.089	0.69	0.10	0.564	0.029	-0.757	0.080	
OGLE-SMC-RRLYR-1784	0.747	0.056	0.782	0.021	1.736	0.043	6370	110	-0.010	0.089	0.530	0.099	0.544	0.029	-0.860	0.082	
OGLE-SMC-RRLYR-1789	0.661	0.055	0.745	0.020	1.690	0.042	6480	110	0.078	0.088	0.616	0.099	0.526	0.029	-0.733	0.082	
OGLE-SMC-RRLYR-1815	0.564	0.060	0.704	0.021	1.637	0.043	6590	110	0.218	0.089	0.72	0.10	0.499	0.029	-0.559	0.084	
OGLE-SMC-RRLYR-1842	0.653	0.059	0.750	0.023	1.692	0.044	6460	110	0.059	0.093	0.60	0.10	0.530	0.031	-0.756	0.089	
OGLE-SMC-RRLYR-1844	0.740	0.052	0.776	0.020	1.693	0.042	6250	110	0.038	0.088	0.63	0.10	0.577	0.031	-0.840	0.079	
OGLE-SMC-RRLYR-1847	0.675	0.059	0.755	0.021	1.715	0.043	6470	110	0.011	0.090	0.55	0.10	0.527	0.030	-0.804	0.085	
OGLE-SMC-RRLYR-1859	0.683	0.055	0.743	0.020	1.726	0.043	6630	100	0.036	0.088	0.537	0.099	0.493	0.029	-0.726	0.081	
OGLE-SMC-RRLYR-1862	0.694	0.059	0.751	0.021	1.697	0.044	6460	110	0.062	0.092	0.59	0.10	0.532	0.029	-0.769	0.086	
OGLE-SMC-RRLYR-1866	0.660	0.057	0.751	0.021	1.735	0.043	6620	110	0.028	0.089	0.527	0.099	0.492	0.029	-0.735	0.084	
OGLE-SMC-RRLYR-1870	0.718	0.059	0.749	0.021	1.703	0.043	6500	110	0.080	0.089	0.604	0.099	0.520	0.030	-0.730	0.085	
OGLE-SMC-RRLYR-1885	0.738	0.053	0.784	0.021	1.686	0.043	6200	110	0.033	0.089	0.64	0.10	0.600	0.031	-0.887	0.082	
OGLE-SMC-RRLYR-1888	0.683	0.053	0.765	0.020	1.684	0.044	6320	100	0.091	0.090	0.63	0.10	0.554	0.029	-0.784	0.081	
OGLE-SMC-RRLYR-1889	0.628	0.055	0.716	0.022	1.585	0.045	6330	110	0.280	0.095	0.85	0.11	0.568	0.030	-0.599	0.084	
OGLE-SMC-RRLYR-1890	0.667	0.054	0.744	0.021	1.657	0.043	6350	110	0.142	0.089	0.68	0.10	0.548	0.029	-0.713	0.082	
OGLE-SMC-RRLYR-1891	0.594	0.058	0.815	0.023	1.814	0.044	6410	110	-0.275	0.093	0.26	0.10	0.534	0.030	-1.102	0.091	
OGLE-SMC-RRLYR-1893	0.639	0.054	0.747	0.020	1.731	0.042	6620	100	0.015	0.088	0.519	0.099	0.491	0.029	-0.740	0.081	
OGLE-SMC-RRLYR-1899	0.598	0.065	0.712	0.023	1.656	0.046	6590	110	0.157	0.094	0.67	0.10	0.502	0.030	-0.615	0.092	
OGLE-SMC-RRLYR-1902	0.583	0.054	0.701	0.020	1.617	0.043	6530	110	0.229	0.090	0.74	0.10	0.511	0.030	-0.566	0.082	
OGLE-SMC-RRLYR-1903	0.687	0.058	0.734	0.022	1.679	0.044	6520	110	0.146	0.089	0.65	0.10	0.513	0.030	-0.651	0.084	
OGLE-SMC-RRLYR-1913	0.736	0.054	0.781	0.020	1.715	0.043	6310	100	0.017	0.088	0.56	0.10	0.558	0.029	-0.853	0.080	
OGLE-SMC-RRLYR-1919	0.542	0.052	0.697	0.020	1.665	0.043	6710	110	0.152	0.088	0.63	0.10	0.469	0.030	-0.590	0.080	
OGLE-SMC-RRLYR-1922	0.588	0.061	0.714	0.022	1.661	0.043	6600	110	0.162	0.091	0.66	0.10	0.496	0.030	-0.609	0.088	
OGLE-SMC-RRLYR-1923	0.740	0.055	0.788	0.021	1.739	0.043	6350	100	-0.016	0.089	0.52	0.10	0.547	0.029	-0.872	0.082	
OGLE-SMC-RRLYR-1927	0.608	0.055	0.734	0.021	1.686	0.043	6530	110	0.081	0.089	0.591	0.099	0.509	0.030	-0.714	0.085	
OGLE-SMC-RRLYR-1929	0.730	0.058	0.768	0.022	1.738	0.043	6480	110	0.011	0.090	0.537	0.099	0.522	0.030	-0.806	0.086	
OGLE-SMC-RRLYR-1930	0.726	0.055	0.772	0.022	1.651	0.044	6150	110	0.137	0.091	0.74	0.10	0.608	0.030	-0.811	0.084	
OGLE-SMC-RRLYR-1941	0.644	0.055	0.714	0.021	1.669	0.043	6590	110	0.166	0.089	0.66	0.10	0.500	0.030	-0.620	0.082	
OGLE-SMC-RRLYR-1948	0.633	0.060	0.730	0.021	1.679	0.044	6530	110	0.099	0.090	0.63	0.10	0.513	0.029	-0.688	0.085	
OGLE-SMC-RRLYR-1952	0.722	0.058	0.775	0.022	1.747	0.043	6470	110	-0.027	0.090	0.49	0.10	0.526	0.030	-0.844	0.087	
OGLE-SMC-RRLYR-1958	0.624	0.061	0.718	0.021	1.692	0.045	6700	100	0.105	0.092	0.59	0.10	0.479	0.029	-0.634	0.085	
OGLE-SMC-RRLYR-1963	0.665	0.062	0.757	0.023	1.722	0.044	6510	110	0.031	0.092	0.54	0.10	0.514	0.031	-0.768	0.091	
OGLE-SMC-RRLYR-1977	0.730	0.064	0.747	0.023	1.740	0.045	6640	110	0.025	0.091	0.51	0.10	0.488	0.030	-0.742	0.088	
OGLE-SMC-RRLYR-1980	0.702	0.059	0.761	0.021	1.764	0.043	6630	110	-0.068	0.089	0.43	0.10	0.495	0.030	-0.834	0.085	
OGLE-SMC-RRLYR-1987	0.694	0.057	0.751	0.021	1.717	0.043	6530	110	0.040	0.088	0.573	0.099	0.518	0.029	-0.762	0.082	
OGLE-SMC-RRLYR-1989	0.536	0.051	0.674	0.019	1.619	0.042	6710	100	0.247	0.088	0.739	0.099	0.473	0.028	-0.491	0.078	
OGLE-SMC-RRLYR-1990	0.708	0.059	0.753	0.021	1.724	0.043	6540	110	0.025	0.089	0.54	0.10	0.514	0.029	-0.776	0.083	
OGLE-SMC-RRLYR-1991	0.641	0.057	0.739	0.021	1.679	0.044	6470	100	0.098	0.090	0.62	0.10	0.525	0.029	-0.721	0.084	
OGLE-SMC-RRLYR-1993	0.570	0.052	0.699	0.020	1.613	0.043	6550	100	0.273	0.090	0.76	0.10	0.503	0.029	-0.513	0.080	
OGLE-SMC-RRLYR-1999	0.660	0.056	0.724	0.021	1.663	0.044	6510	110	0.149	0.092	0.67	0.10	0.520	0.029	-0.664	0.085	
OGLE-SMC-RRLYR-2002	0.541	0.057	0.689	0.022	1.647	0.043	6730	120	0.199	0.092	0.67	0.10	0.468	0.032	-0.525	0.088	
OGLE-SMC-RRLYR-2015	0.655	0.061	0.764	0.023	1.753	0.043	6560	120	-0.061	0.091	0.43	0.10	0.502	0.032	-0.844	0.092	
OGLE-SMC-RRLYR-2018	0.681	0.054	0.762	0.020	1.703	0.042	6390	110	0.042	0.089	0.58	0.10	0.541	0.029	-0.799	0.081	
OGLE-SMC-RRLYR-2029	0.683	0.052	0.724	0.019	1.680	0.042	6600	100	0.138	0.087	0.648	0.099	0.502	0.028	-0.641	0.078	
OGLE-SMC-RRLYR-2030	0.618	0.056	0.718	0.021	1.606	0.043	6380	110	0.241	0.090	0.79	0.10	0.559	0.031	-0.623	0.084	
OGLE-SMC-RRLYR-2031	0.646	0.065	0.747	0.025	1.741	0.048	6650	120	0.00	0.10	0.48	0.11	0.468	0.032	-0.732	0.096	
OGLE-SMC-RRLYR-2032	0.689	0.057	0.750	0.022	1.647	0.046	6290	110	0.125	0.095	0.71	0.11	0.577	0.030	-0.763	0.086	
OGLE-SMC-RRLYR-2052	0.641	0.054	0.778	0.020	1.775	0.042	6550	110	-0.133	0.089	0.38	0.10	0.511	0.029	-0.926	0.082	
OGLE-SMC-RRLYR-2058	0.652	0.055	0.790	0.021	1.807	0.043	6570	110	-0.183	0.090	0.330	0.099	0.501	0.030	-0.961	0.085	
OGLE-SMC-RRLYR-2067	0.703	0.056	0.765	0.021	1.702	0.043	6390	110	0.069	0.089	0.60	0.10	0.541	0.029	-0.773	0.083	
OGLE-SMC-RRLYR-2076	0.694	0.058	0.753	0.021	1.738	0.043	6590	110	0.005	0.089	0.51	0.10	0.501	0.030	-0.773	0.083	
OGLE-SMC-RRLYR-2084	0.623	0.055	0.724	0.020	1.685	0.042	6620	100	0.108	0.088	0.612	0.099	0.493	0.029	-0.656	0.081	
OGLE-SMC-RRLYR-2101	0.714	0.054	0.764	0.021	1.703	0.043	6390	100	0.055	0.089	0.60	0.10	0.546	0.029	-0.780	0.082	
OGLE-SMC-RRLYR-2102	0.599	0.061	0.737	0.023	1.731	0.043	6690	120	0.003	0.090	0.480	0.099	0.475	0.032	-0.735	0.091	
OGLE-SMC-RRLYR-2109	0.587	0.058	0.737	0.024	1.618	0.047	6300	110	0.227	0.099	0.78	0.11	0.568	0.029	-0.664	0.090	
OGLE-SMC-RRLYR-2111	0.743	0.063	0.773	0.024	1.708	0.044	6340	120	0.050	0.092	0.60	0.10	0.557	0.032	-0.817	0.094	
OGLE-SMC-RRLYR-2120	0.599	0.063	0.728	0.023	1.691	0.044	6600	110	0.086	0.091	0.58	0.10	0.492	0.030	-0.680	0.088	
OGLE-SMC-RRLYR-2121	0.667	0.055	0.747	0.021	1.682	0.043	6420	110	0.076	0.090	0.62	0.10	0.539	0.029	-0.756	0.083	
OGLE-SMC-RRLYR-2138	0.640	0.062	0.747	0.022	1.707	0.043	6530	120	0.053	0.090	0.57	0.10	0.512	0.033	-0.735	0.089	
OGLE-SMC-RRLYR-2144	0.676	0.054	0.739	0.021	1.664	0.043	6440	110	0.128	0.089	0.67	0.10	0.540	0.030	-0.705	0.082	
OGLE-SMC-RRLYR-2145	0.659	0.056	0.750	0.021	1.693	0.043	6450	110	0.088	0.090	0.60	0.10	0.525	0.029	-0.733	0.084	
OGLE-SMC-RRLYR-2154	0.754	0.052	0.797	0.020	1.733	0.044	6280	100	-0.039	0.091	0.51	0.10	0.564	0.028	-0.921	0.080	
OGLE-SMC-RRLYR-2157	0.567	0.058	0.709	0.021	1.674	0.043	6700	110	0.129	0.090	0.621	0.099	0.480	0.030	-0.617	0.085	
OGLE-SMC-RRLYR-2184	0.569	0.061	0.672	0.024	1.537	0.047	6430	110	0.412	0.095	0.94	0.11	0.535	0.030	-0.422	0.091	
OGLE-SMC-RRLYR-2187	0.695	0.056	0.782	0.021	1.772	0.042	6500	110	-0.095	0.089	0.432	0.099	0.520	0.030	-0.903	0.084	
OGLE-SMC-RRLYR-2188	0.688	0.056	0.750	0.021	1.688	0.043	6430	110	0.072	0.090	0.61	0.10	0.534	0.030	-0.752	0.084	
OGLE-SMC-RRLYR-2201	0.625	0.056	0.739	0.021	1.643	0.043	6340	110	0.158	0.089	0.70	0.10	0.552	0.030	-0.705	0.084	
OGLE-SMC-RRLYR-2213	0.676	0.061	0.731	0.021	1.701	0.045	6620	100	0.092	0.092	0.59	0.10	0.495	0.029	-0.680	0.085	
OGLE-SMC-RRLYR-2218	0.652	0.062	0.745	0.024	1.698	0.045	6490	110	0.071	0.094	0.59	0.10	0.521	0.030	-0.746	0.092	
OGLE-SMC-RRLYR-2219	0.644	0.058	0.739	0.021	1.692	0.043	6530	110	0.084	0.089	0.609	0.099	0.510	0.030	-0.701	0.083	
OGLE-SMC-RRLYR-2224	0.605	0.058	0.735	0.021	1.692	0.043	6560	110	0.058	0.090	0.57	0.10	0.512	0.030	-0.736	0.085	
OGLE-SMC-RRLYR-2232	0.648	0.065	0.730	0.023	1.709	0.045	6640	110	0.061	0.093	0.56	0.10	0.488	0.030	-0.689	0.089	
OGLE-SMC-RRLYR-2238	0.612	0.059	0.724	0.022	1.679	0.044	6580	110	0.110	0.091	0.62	0.10	0.503	0.030	-0.667	0.086	
OGLE-SMC-RRLYR-2252	0.660	0.055	0.745	0.021	1.615	0.045	6220	110	0.222	0.094	0.81	0.11	0.590	0.031	-0.696	0.084	
OGLE-SMC-RRLYR-2298	0.662	0.058	0.762	0.022	1.739	0.043	6550	110	-0.035	0.089	0.492	0.099	0.511	0.031	-0.821	0.086	
OGLE-SMC-RRLYR-2303	0.737	0.056	0.784	0.021	1.729	0.043	6320	110	-0.009	0.091	0.54	0.10	0.555	0.029	-0.881	0.087	
OGLE-SMC-RRLYR-2310	0.714	0.061	0.805	0.023	1.774	0.043	6330	110	-0.159	0.091	0.414	0.099	0.558	0.031	-1.020	0.091	
OGLE-SMC-RRLYR-2315	0.633	0.067	0.718	0.024	1.682	0.045	6610	120	0.108	0.093	0.61	0.10	0.494	0.032	-0.660	0.094	
OGLE-SMC-RRLYR-2319	0.702	0.059	0.770	0.023	1.693	0.046	6280	110	0.047	0.094	0.61	0.11	0.565	0.031	-0.836	0.088	
OGLE-SMC-RRLYR-2333	0.572	0.063	0.678	0.022	1.596	0.044	6630	110	0.331	0.091	0.82	0.10	0.490	0.030	-0.425	0.087	
OGLE-SMC-RRLYR-2334	0.744	0.053	0.790	0.020	1.698	0.043	6210	100	0.061	0.089	0.63	0.10	0.588	0.028	-0.849	0.081	
OGLE-SMC-RRLYR-2341	0.628	0.051	0.751	0.020	1.672	0.043	6390	100	0.113	0.089	0.64	0.10	0.539	0.029	-0.727	0.080	
OGLE-SMC-RRLYR-2348	0.612	0.059	0.728	0.022	1.677	0.044	6540	110	0.100	0.093	0.62	0.10	0.512	0.029	-0.696	0.087	
OGLE-SMC-RRLYR-2349	0.643	0.056	0.771	0.020	1.740	0.042	6460	110	-0.058	0.089	0.474	0.099	0.527	0.029	-0.881	0.083	
OGLE-SMC-RRLYR-2353	0.677	0.065	0.769	0.025	1.706	0.046	6360	120	0.035	0.095	0.58	0.10	0.548	0.032	-0.821	0.098	
OGLE-SMC-RRLYR-2356	0.616	0.056	0.737	0.020	1.667	0.043	6460	110	0.136	0.090	0.67	0.10	0.527	0.030	-0.686	0.082	
OGLE-SMC-RRLYR-2357	0.596	0.057	0.702	0.021	1.654	0.043	6670	100	0.202	0.089	0.69	0.10	0.479	0.029	-0.541	0.082	
OGLE-SMC-RRLYR-2367	0.741	0.058	0.783	0.021	1.736	0.043	6360	110	-0.019	0.090	0.52	0.10	0.545	0.030	-0.863	0.085	
OGLE-SMC-RRLYR-2380	0.643	0.057	0.747	0.021	1.665	0.043	6370	110	0.123	0.089	0.66	0.10	0.545	0.030	-0.728	0.083	
OGLE-SMC-RRLYR-2390	0.586	0.056	0.705	0.021	1.679	0.043	6740	110	0.136	0.089	0.615	0.099	0.466	0.030	-0.586	0.084	
OGLE-SMC-RRLYR-2392	0.631	0.061	0.701	0.023	1.599	0.046	6480	110	0.337	0.096	0.84	0.11	0.519	0.030	-0.482	0.089	
OGLE-SMC-RRLYR-2393	0.652	0.056	0.750	0.021	1.687	0.043	6440	110	0.096	0.089	0.62	0.10	0.531	0.030	-0.730	0.084	
OGLE-SMC-RRLYR-2399	0.578	0.058	0.749	0.022	1.722	0.043	6570	110	0.003	0.092	0.51	0.10	0.502	0.030	-0.782	0.088	
OGLE-SMC-RRLYR-2401	0.670	0.061	0.758	0.023	1.694	0.045	6390	110	0.034	0.095	0.59	0.10	0.548	0.031	-0.814	0.095	
OGLE-SMC-RRLYR-2411	0.541	0.054	0.717	0.020	1.693	0.043	6710	110	0.083	0.089	0.56	0.10	0.471	0.029	-0.649	0.082	
OGLE-SMC-RRLYR-2422	0.620	0.061	0.720	0.021	1.653	0.043	6510	110	0.152	0.089	0.69	0.10	0.521	0.030	-0.648	0.085	
OGLE-SMC-RRLYR-2431	0.709	0.057	0.763	0.022	1.706	0.044	6400	110	0.048	0.092	0.58	0.10	0.540	0.029	-0.788	0.085	
OGLE-SMC-RRLYR-2436	0.552	0.062	0.707	0.022	1.668	0.043	6690	110	0.135	0.090	0.62	0.10	0.475	0.030	-0.600	0.087	
OGLE-SMC-RRLYR-2440	0.703	0.063	0.765	0.023	1.733	0.044	6490	110	0.000	0.092	0.51	0.10	0.520	0.031	-0.809	0.092	
OGLE-SMC-RRLYR-2447	0.669	0.056	0.750	0.021	1.675	0.043	6380	100	0.081	0.089	0.64	0.10	0.548	0.029	-0.757	0.083	
OGLE-SMC-RRLYR-2458	0.545	0.058	0.712	0.021	1.647	0.044	6580	100	0.151	0.092	0.66	0.10	0.507	0.029	-0.637	0.086	
OGLE-SMC-RRLYR-2460	0.546	0.059	0.686	0.023	1.667	0.046	6840	110	0.191	0.094	0.63	0.11	0.436	0.031	-0.491	0.089	
OGLE-SMC-RRLYR-2681	0.646	0.056	0.726	0.020	1.687	0.043	6610	100	0.102	0.088	0.61	0.10	0.497	0.029	-0.662	0.081	
OGLE-SMC-RRLYR-2699	0.664	0.065	0.736	0.023	1.750	0.044	6760	120	-0.014	0.093	0.44	0.10	0.458	0.031	-0.734	0.094	
OGLE-SMC-RRLYR-2704	0.692	0.062	0.733	0.023	1.662	0.044	6470	110	0.190	0.091	0.70	0.10	0.525	0.031	-0.626	0.088	
OGLE-SMC-RRLYR-2734	0.676	0.060	0.743	0.021	1.710	0.044	6580	110	0.051	0.090	0.57	0.10	0.509	0.030	-0.728	0.085	
OGLE-SMC-RRLYR-2754	0.647	0.058	0.722	0.021	1.710	0.045	6710	110	0.083	0.094	0.53	0.11	0.450	0.031	-0.627	0.086	
OGLE-SMC-RRLYR-2811	0.695	0.056	0.752	0.021	1.669	0.045	6330	100	0.108	0.092	0.66	0.11	0.559	0.029	-0.762	0.083	
OGLE-SMC-RRLYR-2827	0.701	0.054	0.746	0.020	1.698	0.042	6500	100	0.081	0.087	0.600	0.099	0.518	0.029	-0.729	0.080	
OGLE-SMC-RRLYR-2836	0.635	0.056	0.720	0.021	1.618	0.043	6420	110	0.266	0.089	0.79	0.10	0.536	0.030	-0.566	0.084	
OGLE-SMC-RRLYR-2853	0.715	0.052	0.771	0.020	1.684	0.043	6260	100	0.069	0.088	0.63	0.10	0.571	0.028	-0.820	0.079	
OGLE-SMC-RRLYR-2860	0.688	0.055	0.775	0.021	1.708	0.044	6320	110	0.012	0.090	0.56	0.10	0.559	0.030	-0.859	0.083	
OGLE-SMC-RRLYR-2868	0.545	0.050	0.718	0.019	1.671	0.042	6620	100	0.110	0.087	0.621	0.099	0.494	0.029	-0.656	0.079	
OGLE-SMC-RRLYR-2872	0.640	0.061	0.719	0.022	1.676	0.045	6610	110	0.152	0.092	0.65	0.10	0.495	0.029	-0.613	0.085	
OGLE-SMC-RRLYR-2878	0.627	0.054	0.760	0.021	1.656	0.043	6260	100	0.099	0.089	0.68	0.10	0.573	0.029	-0.797	0.080	
OGLE-SMC-RRLYR-2879	0.622	0.062	0.721	0.022	1.690	0.044	6670	110	0.101	0.089	0.59	0.10	0.484	0.030	-0.645	0.085	
OGLE-SMC-RRLYR-2882	0.779	0.054	0.793	0.020	1.728	0.042	6260	110	-0.012	0.089	0.55	0.10	0.568	0.029	-0.892	0.081	
OGLE-SMC-RRLYR-2888	0.632	0.054	0.805	0.021	1.766	0.045	6320	120	-0.156	0.091	0.40	0.11	0.556	0.033	-1.021	0.081	
OGLE-SMC-RRLYR-2892	0.608	0.063	0.717	0.022	1.688	0.044	6680	110	0.116	0.090	0.60	0.10	0.479	0.030	-0.624	0.086	
OGLE-SMC-RRLYR-2899	0.662	0.060	0.755	0.022	1.713	0.043	6490	110	0.037	0.091	0.56	0.10	0.520	0.030	-0.774	0.090	
OGLE-SMC-RRLYR-2913	0.682	0.054	0.738	0.020	1.711	0.042	6610	100	0.058	0.089	0.57	0.10	0.501	0.028	-0.720	0.080	
OGLE-SMC-RRLYR-2922	0.605	0.058	0.699	0.021	1.632	0.044	6600	110	0.217	0.091	0.73	0.10	0.501	0.029	-0.562	0.083	
OGLE-SMC-RRLYR-2923	0.590	0.049	0.657	0.019	1.566	0.042	6650	100	0.381	0.087	0.853	0.099	0.472	0.028	-0.360	0.077	
OGLE-SMC-RRLYR-2929	0.686	0.052	0.750	0.019	1.688	0.042	6430	100	0.100	0.087	0.624	0.099	0.532	0.028	-0.729	0.078	
OGLE-SMC-RRLYR-2930	0.686	0.058	0.744	0.021	1.683	0.043	6450	100	0.095	0.089	0.63	0.10	0.533	0.029	-0.724	0.082	
OGLE-SMC-RRLYR-2945	0.678	0.053	0.760	0.021	1.657	0.043	6260	100	0.141	0.089	0.70	0.10	0.577	0.029	-0.757	0.081	
OGLE-SMC-RRLYR-2946	0.586	0.058	0.753	0.022	1.741	0.043	6600	110	-0.042	0.092	0.46	0.10	0.497	0.030	-0.818	0.090	
OGLE-SMC-RRLYR-2952	0.711	0.052	0.769	0.020	1.727	0.042	6430	100	0.017	0.088	0.550	0.099	0.532	0.028	-0.814	0.079	
OGLE-SMC-RRLYR-2955	0.665	0.051	0.750	0.019	1.694	0.042	6440	100	0.074	0.088	0.603	0.099	0.533	0.029	-0.760	0.079	
OGLE-SMC-RRLYR-2956	0.674	0.056	0.765	0.021	1.769	0.042	6620	110	-0.076	0.089	0.429	0.099	0.494	0.030	-0.841	0.084	
OGLE-SMC-RRLYR-2960	0.700	0.064	0.770	0.024	1.706	0.046	6330	110	0.035	0.094	0.58	0.10	0.553	0.030	-0.834	0.091	
OGLE-SMC-RRLYR-2961	0.620	0.052	0.712	0.020	1.696	0.042	6740	100	0.099	0.087	0.579	0.099	0.467	0.028	-0.627	0.079	
OGLE-SMC-RRLYR-2966	0.652	0.051	0.736	0.019	1.700	0.042	6560	100	0.052	0.087	0.582	0.098	0.508	0.028	-0.728	0.078	
OGLE-SMC-RRLYR-2970	0.660	0.050	0.762	0.019	1.698	0.043	6440	100	0.023	0.090	0.55	0.10	0.528	0.029	-0.793	0.078	
OGLE-SMC-RRLYR-2977	0.674	0.051	0.754	0.019	1.719	0.042	6520	100	0.018	0.087	0.548	0.099	0.516	0.028	-0.780	0.078	
OGLE-SMC-RRLYR-2978	0.710	0.051	0.786	0.020	1.765	0.042	6440	100	-0.098	0.087	0.422	0.099	0.528	0.028	-0.920	0.078	
OGLE-SMC-RRLYR-2985	0.733	0.053	0.743	0.020	1.725	0.042	6610	100	0.036	0.088	0.543	0.099	0.497	0.028	-0.738	0.079	
OGLE-SMC-RRLYR-2987	0.731	0.052	0.771	0.020	1.751	0.042	6510	100	-0.023	0.087	0.499	0.099	0.517	0.028	-0.827	0.079	
OGLE-SMC-RRLYR-2996	0.762	0.053	0.779	0.021	1.696	0.043	6270	100	0.052	0.090	0.63	0.10	0.577	0.029	-0.830	0.082	
OGLE-SMC-RRLYR-2997	0.682	0.053	0.753	0.020	1.672	0.042	6340	100	0.121	0.088	0.659	0.099	0.549	0.029	-0.737	0.081	
OGLE-SMC-RRLYR-3006	0.713	0.051	0.748	0.019	1.713	0.042	6550	100	0.060	0.087	0.573	0.098	0.511	0.028	-0.734	0.078	
OGLE-SMC-RRLYR-3007	0.655	0.053	0.762	0.020	1.739	0.042	6540	100	-0.042	0.088	0.479	0.099	0.514	0.029	-0.841	0.080	
OGLE-SMC-RRLYR-3012	0.643	0.054	0.766	0.020	1.772	0.042	6630	100	-0.100	0.088	0.410	0.099	0.492	0.029	-0.860	0.081	
OGLE-SMC-RRLYR-3014	0.784	0.050	0.785	0.019	1.720	0.042	6270	100	-0.008	0.087	0.558	0.099	0.572	0.028	-0.902	0.077	
OGLE-SMC-RRLYR-3018	0.644	0.051	0.737	0.019	1.700	0.042	6580	100	0.070	0.087	0.581	0.098	0.503	0.028	-0.712	0.078	
OGLE-SMC-RRLYR-3022	0.658	0.068	0.727	0.025	1.709	0.048	6680	110	0.084	0.097	0.56	0.11	0.479	0.031	-0.660	0.097	
OGLE-SMC-RRLYR-3033	0.697	0.059	0.816	0.023	1.785	0.044	6290	110	-0.189	0.093	0.37	0.10	0.565	0.031	-1.069	0.092	
OGLE-SMC-RRLYR-3037	0.661	0.053	0.751	0.020	1.735	0.042	6590	100	0.011	0.088	0.509	0.099	0.495	0.029	-0.758	0.080	
OGLE-SMC-RRLYR-3039	0.606	0.056	0.765	0.022	1.772	0.043	6650	110	-0.113	0.090	0.38	0.10	0.490	0.031	-0.876	0.088	
OGLE-SMC-RRLYR-3043	0.550	0.052	0.694	0.020	1.644	0.042	6680	100	0.174	0.088	0.677	0.099	0.480	0.029	-0.566	0.080	
OGLE-SMC-RRLYR-3044	0.642	0.065	0.750	0.023	1.731	0.044	6580	110	-0.009	0.092	0.49	0.10	0.500	0.031	-0.784	0.090	
OGLE-SMC-RRLYR-3047	0.705	0.051	0.764	0.019	1.715	0.042	6420	100	0.022	0.087	0.564	0.099	0.539	0.028	-0.818	0.078	
OGLE-SMC-RRLYR-3050	0.771	0.055	0.781	0.020	1.720	0.042	6300	110	-0.000	0.088	0.569	0.099	0.566	0.029	-0.881	0.081	
OGLE-SMC-RRLYR-3051	0.663	0.050	0.762	0.019	1.629	0.043	6180	100	0.160	0.089	0.75	0.10	0.598	0.029	-0.769	0.077	
OGLE-SMC-RRLYR-3053	0.718	0.056	0.733	0.021	1.650	0.044	6410	110	0.190	0.092	0.73	0.10	0.545	0.030	-0.649	0.084	
OGLE-SMC-RRLYR-3060	0.680	0.051	0.756	0.019	1.680	0.042	6350	100	0.093	0.087	0.636	0.099	0.548	0.029	-0.763	0.078	
OGLE-SMC-RRLYR-3069	0.580	0.066	0.708	0.024	1.700	0.044	6800	120	0.094	0.092	0.55	0.10	0.453	0.032	-0.605	0.092	
OGLE-SMC-RRLYR-3070	0.569	0.056	0.717	0.021	1.714	0.042	6770	110	0.054	0.090	0.520	0.099	0.456	0.030	-0.655	0.087	
OGLE-SMC-RRLYR-3077	0.720	0.053	0.764	0.020	1.714	0.043	6420	100	0.023	0.090	0.55	0.10	0.530	0.029	-0.803	0.081	
OGLE-SMC-RRLYR-3087	0.763	0.060	0.790	0.023	1.749	0.045	6370	110	-0.055	0.094	0.48	0.10	0.541	0.030	-0.897	0.090	
OGLE-SMC-RRLYR-3091	0.662	0.053	0.767	0.020	1.772	0.042	6630	100	-0.100	0.088	0.408	0.099	0.497	0.029	-0.870	0.081	
OGLE-SMC-RRLYR-3093	0.697	0.052	0.746	0.020	1.724	0.042	6600	100	0.029	0.087	0.538	0.099	0.500	0.028	-0.747	0.079	
OGLE-SMC-RRLYR-3109	0.730	0.055	0.758	0.020	1.696	0.043	6380	100	0.064	0.090	0.62	0.10	0.549	0.029	-0.788	0.082	
OGLE-SMC-RRLYR-3113	0.674	0.061	0.735	0.024	1.669	0.049	6460	110	0.14	0.10	0.65	0.11	0.523	0.030	-0.670	0.092	
OGLE-SMC-RRLYR-3121	0.732	0.051	0.757	0.019	1.744	0.042	6580	100	-0.006	0.087	0.498	0.099	0.504	0.028	-0.793	0.078	
OGLE-SMC-RRLYR-3126	0.664	0.050	0.747	0.019	1.723	0.042	6590	100	0.048	0.087	0.553	0.099	0.498	0.028	-0.724	0.077	
OGLE-SMC-RRLYR-3134	0.761	0.053	0.790	0.020	1.723	0.043	6260	110	-0.025	0.088	0.56	0.10	0.576	0.029	-0.916	0.080	
OGLE-SMC-RRLYR-3135	0.656	0.056	0.757	0.021	1.716	0.043	6480	110	0.001	0.090	0.532	0.099	0.525	0.029	-0.817	0.085	
