ID	M	e_M	logR	e_logR	logL	e_logL	Teff	e_Teff	I_M0	e_I_M0	V_M0	e_V_M0	VI	e_VI	W	e_W
OGLE-LMC-RRLYR-32542	0.729	0.051	0.760	0.019	1.679	0.042	6320	100	0.079	0.088	0.650	0.099	0.568	0.028	-0.806	0.079	
OGLE-LMC-RRLYR-32543	0.655	0.056	0.783	0.022	1.731	0.044	6350	110	-0.033	0.093	0.50	0.10	0.548	0.031	-0.893	0.089	
OGLE-LMC-RRLYR-32548	0.673	0.051	0.751	0.020	1.689	0.042	6430	100	0.101	0.088	0.615	0.099	0.528	0.028	-0.725	0.079	
OGLE-LMC-RRLYR-32555	0.712	0.050	0.758	0.019	1.634	0.042	6194	99	0.201	0.087	0.782	0.099	0.591	0.028	-0.728	0.077	
OGLE-LMC-RRLYR-32567	0.749	0.051	0.785	0.019	1.677	0.042	6150	100	0.041	0.087	0.646	0.099	0.610	0.029	-0.902	0.078	
OGLE-LMC-RRLYR-32592	0.677	0.051	0.720	0.019	1.568	0.042	6200	100	0.295	0.088	0.89	0.10	0.598	0.028	-0.629	0.078	
OGLE-LMC-RRLYR-32597	0.618	0.061	0.746	0.022	1.709	0.044	6550	110	0.024	0.091	0.54	0.10	0.508	0.030	-0.764	0.088	
OGLE-LMC-RRLYR-32602	0.735	0.051	0.752	0.019	1.684	0.042	6400	100	0.106	0.087	0.660	0.098	0.548	0.028	-0.743	0.078	
OGLE-LMC-RRLYR-32614	0.693	0.053	0.734	0.020	1.674	0.042	6490	110	0.140	0.088	0.66	0.10	0.523	0.029	-0.683	0.080	
OGLE-LMC-RRLYR-32615	0.631	0.052	0.741	0.020	1.691	0.042	6510	100	0.073	0.087	0.596	0.098	0.517	0.028	-0.730	0.079	
OGLE-LMC-RRLYR-32622	0.661	0.051	0.738	0.019	1.605	0.042	6200	100	0.184	0.088	0.806	0.099	0.605	0.028	-0.747	0.078	
OGLE-LMC-RRLYR-32628	0.600	0.066	0.710	0.023	1.687	0.045	6730	110	0.123	0.092	0.61	0.10	0.468	0.030	-0.600	0.088	
OGLE-LMC-RRLYR-32634	0.717	0.057	0.779	0.021	1.701	0.043	6270	100	0.007	0.090	0.59	0.10	0.583	0.029	-0.897	0.084	
OGLE-LMC-RRLYR-32643	0.728	0.053	0.780	0.020	1.634	0.043	6020	100	0.131	0.088	0.77	0.10	0.642	0.028	-0.859	0.079	
OGLE-LMC-RRLYR-32653	0.638	0.050	0.794	0.019	1.633	0.042	5920	100	0.075	0.088	0.766	0.099	0.680	0.028	-0.970	0.078	
OGLE-LMC-RRLYR-32659	0.636	0.051	0.725	0.019	1.656	0.042	6500	100	0.176	0.088	0.703	0.099	0.520	0.028	-0.636	0.078	
OGLE-LMC-RRLYR-32665	0.724	0.055	0.763	0.021	1.627	0.044	6090	100	0.159	0.092	0.78	0.10	0.622	0.029	-0.815	0.084	
OGLE-LMC-RRLYR-32667	0.582	0.053	0.692	0.020	1.662	0.043	6780	100	0.206	0.089	0.64	0.10	0.449	0.028	-0.491	0.080	
OGLE-LMC-RRLYR-32673	0.646	0.050	0.798	0.019	1.749	0.042	6300	100	-0.122	0.087	0.447	0.099	0.567	0.028	-0.991	0.078	
OGLE-LMC-RRLYR-32714	0.600	0.052	0.720	0.020	1.652	0.043	6510	100	0.187	0.088	0.69	0.10	0.512	0.028	-0.614	0.079	
OGLE-LMC-RRLYR-32726	0.653	0.052	0.750	0.019	1.650	0.042	6290	100	0.149	0.087	0.709	0.099	0.564	0.028	-0.730	0.078	
OGLE-LMC-RRLYR-32732	0.626	0.050	0.743	0.019	1.664	0.042	6410	100	0.134	0.088	0.65	0.10	0.535	0.028	-0.696	0.078	
OGLE-LMC-RRLYR-32738	0.583	0.052	0.729	0.020	1.718	0.042	6700	100	0.049	0.088	0.521	0.099	0.468	0.028	-0.677	0.079	
OGLE-LMC-RRLYR-32745	0.654	0.052	0.742	0.019	1.720	0.042	6620	100	0.029	0.087	0.536	0.098	0.496	0.029	-0.743	0.079	
OGLE-LMC-RRLYR-32753	0.600	0.059	0.736	0.021	1.637	0.044	6350	110	0.145	0.090	0.71	0.10	0.558	0.030	-0.716	0.085	
OGLE-LMC-RRLYR-32756	0.646	0.051	0.755	0.020	1.602	0.042	6110	100	0.204	0.088	0.820	0.099	0.619	0.028	-0.757	0.079	
OGLE-LMC-RRLYR-32760	0.651	0.051	0.696	0.020	1.586	0.043	6460	100	0.331	0.089	0.85	0.10	0.524	0.029	-0.474	0.079	
OGLE-LMC-RRLYR-32779	0.580	0.051	0.689	0.019	1.672	0.042	6840	100	0.144	0.087	0.584	0.099	0.431	0.029	-0.523	0.078	
OGLE-LMC-RRLYR-32790	0.755	0.051	0.757	0.019	1.690	0.042	6400	100	0.086	0.087	0.643	0.098	0.553	0.028	-0.774	0.078	
OGLE-LMC-RRLYR-32799	0.566	0.052	0.697	0.020	1.657	0.042	6720	100	0.173	0.087	0.658	0.098	0.473	0.029	-0.559	0.079	
OGLE-LMC-RRLYR-32816	0.657	0.057	0.749	0.022	1.713	0.044	6540	110	0.072	0.091	0.57	0.10	0.505	0.029	-0.717	0.085	
OGLE-LMC-RRLYR-32820	0.553	0.062	0.706	0.024	1.622	0.046	6510	110	0.221	0.094	0.74	0.10	0.518	0.030	-0.578	0.091	
OGLE-LMC-RRLYR-32832	0.733	0.050	0.761	0.019	1.663	0.042	6240	100	0.102	0.087	0.688	0.099	0.586	0.029	-0.808	0.078	
OGLE-LMC-RRLYR-32842	0.655	0.060	0.750	0.022	1.686	0.044	6440	110	0.070	0.090	0.62	0.10	0.536	0.031	-0.758	0.086	
OGLE-LMC-RRLYR-32849	0.636	0.052	0.710	0.019	1.700	0.042	6770	100	0.115	0.087	0.586	0.099	0.458	0.028	-0.596	0.078	
OGLE-LMC-RRLYR-32858	0.701	0.058	0.770	0.021	1.733	0.043	6460	110	-0.039	0.090	0.512	0.099	0.540	0.031	-0.876	0.088	
OGLE-LMC-RRLYR-32871	0.693	0.052	0.753	0.019	1.716	0.042	6530	100	0.045	0.088	0.575	0.099	0.519	0.028	-0.759	0.079	
OGLE-LMC-RRLYR-32880	0.653	0.052	0.742	0.019	1.668	0.042	6410	100	0.091	0.087	0.652	0.099	0.545	0.028	-0.748	0.078	
OGLE-LMC-RRLYR-32881	0.615	0.051	0.747	0.019	1.747	0.042	6690	100	-0.037	0.087	0.456	0.099	0.481	0.028	-0.778	0.078	
OGLE-LMC-RRLYR-32882	0.677	0.050	0.772	0.020	1.573	0.042	5920	100	0.242	0.088	0.916	0.099	0.674	0.028	-0.792	0.079	
OGLE-LMC-RRLYR-32886	0.694	0.059	0.760	0.021	1.660	0.043	6240	110	0.081	0.090	0.67	0.10	0.591	0.029	-0.827	0.084	
OGLE-LMC-RRLYR-32893	0.531	0.053	0.698	0.020	1.694	0.043	6840	100	0.101	0.089	0.55	0.10	0.443	0.028	-0.582	0.080	
OGLE-LMC-RRLYR-32895	0.601	0.052	0.716	0.020	1.654	0.042	6560	100	0.166	0.088	0.683	0.099	0.507	0.028	-0.622	0.079	
OGLE-LMC-RRLYR-32904	0.667	0.052	0.739	0.020	1.712	0.042	6610	100	0.045	0.088	0.54	0.10	0.498	0.028	-0.724	0.079	
OGLE-LMC-RRLYR-32911	0.610	0.051	0.728	0.020	1.602	0.043	6290	100	0.219	0.089	0.80	0.10	0.575	0.029	-0.678	0.079	
OGLE-LMC-RRLYR-32920	0.611	0.053	0.710	0.020	1.669	0.043	6680	100	0.178	0.089	0.65	0.10	0.469	0.029	-0.556	0.081	
OGLE-LMC-RRLYR-32921	0.732	0.051	0.792	0.019	1.599	0.042	5850	100	0.180	0.087	0.867	0.099	0.690	0.028	-0.879	0.078	
OGLE-LMC-RRLYR-32936	0.639	0.051	0.795	0.019	1.730	0.042	6260	100	-0.102	0.088	0.480	0.099	0.577	0.028	-0.994	0.079	
OGLE-LMC-RRLYR-32946	0.719	0.054	0.822	0.020	1.837	0.042	6440	100	-0.281	0.089	0.250	0.099	0.532	0.029	-1.104	0.083	
OGLE-LMC-RRLYR-32952	0.645	0.062	0.767	0.024	1.799	0.046	6680	110	-0.137	0.094	0.33	0.10	0.474	0.029	-0.875	0.090	
OGLE-LMC-RRLYR-32953	0.691	0.051	0.789	0.020	1.787	0.042	6500	100	-0.151	0.087	0.370	0.098	0.520	0.029	-0.960	0.080	
OGLE-LMC-RRLYR-32955	0.663	0.052	0.791	0.020	1.719	0.042	6240	100	-0.038	0.087	0.534	0.098	0.577	0.029	-0.932	0.079	
OGLE-LMC-RRLYR-32957	0.649	0.051	0.774	0.020	1.745	0.042	6460	100	-0.074	0.088	0.449	0.099	0.527	0.029	-0.891	0.080	
OGLE-LMC-RRLYR-32971	0.686	0.050	0.796	0.020	1.791	0.042	6470	100	-0.129	0.088	0.36	0.10	0.510	0.029	-0.927	0.078	
OGLE-LMC-RRLYR-32995	0.727	0.055	0.751	0.020	1.661	0.043	6300	110	0.120	0.090	0.69	0.10	0.573	0.029	-0.771	0.083	
OGLE-LMC-RRLYR-32999	0.681	0.051	0.742	0.019	1.624	0.042	6260	100	0.185	0.087	0.765	0.099	0.582	0.029	-0.711	0.078	
OGLE-LMC-RRLYR-33000	0.695	0.050	0.789	0.019	1.684	0.044	6180	100	0.034	0.092	0.64	0.11	0.602	0.029	-0.892	0.079	
OGLE-LMC-RRLYR-33008	0.715	0.051	0.815	0.019	1.670	0.042	5930	100	0.020	0.087	0.683	0.099	0.664	0.028	-1.001	0.078	
OGLE-LMC-RRLYR-33021	0.584	0.050	0.695	0.019	1.633	0.042	6650	100	0.216	0.087	0.719	0.099	0.490	0.028	-0.541	0.078	
OGLE-LMC-RRLYR-33030	0.572	0.054	0.704	0.020	1.655	0.042	6660	100	0.173	0.088	0.668	0.099	0.484	0.028	-0.572	0.080	
OGLE-LMC-RRLYR-33045	0.757	0.051	0.803	0.019	1.740	0.042	6220	100	-0.081	0.087	0.504	0.099	0.589	0.028	-0.995	0.078	
OGLE-LMC-RRLYR-33046	0.642	0.056	0.738	0.022	1.733	0.044	6690	110	0.047	0.091	0.50	0.10	0.466	0.030	-0.680	0.085	
OGLE-LMC-RRLYR-33047	0.646	0.059	0.735	0.023	1.682	0.045	6500	110	0.122	0.093	0.63	0.10	0.516	0.030	-0.684	0.088	
OGLE-LMC-RRLYR-33051	0.593	0.052	0.707	0.020	1.588	0.043	6420	100	0.304	0.090	0.84	0.10	0.542	0.029	-0.531	0.080	
OGLE-LMC-RRLYR-33061	0.573	0.053	0.678	0.020	1.554	0.042	6470	100	0.370	0.087	0.907	0.099	0.533	0.028	-0.456	0.079	
OGLE-LMC-RRLYR-33062	0.648	0.051	0.780	0.019	1.789	0.042	6580	100	-0.160	0.088	0.339	0.099	0.502	0.028	-0.933	0.079	
OGLE-LMC-RRLYR-33064	0.645	0.061	0.736	0.023	1.619	0.043	6290	120	0.221	0.091	0.78	0.10	0.568	0.032	-0.660	0.089	
OGLE-LMC-RRLYR-33067	0.625	0.055	0.743	0.021	1.652	0.042	6350	110	0.143	0.089	0.68	0.10	0.551	0.030	-0.721	0.083	
OGLE-LMC-RRLYR-33071	0.623	0.051	0.764	0.020	1.788	0.042	6690	100	-0.129	0.087	0.345	0.099	0.473	0.028	-0.864	0.079	
OGLE-LMC-RRLYR-33074	0.638	0.054	0.735	0.020	1.740	0.043	6740	100	0.004	0.089	0.47	0.10	0.465	0.028	-0.713	0.081	
OGLE-LMC-RRLYR-33075	0.660	0.052	0.737	0.019	1.688	0.042	6530	100	0.095	0.087	0.616	0.099	0.516	0.028	-0.707	0.079	
OGLE-LMC-RRLYR-33076	0.622	0.052	0.716	0.019	1.635	0.042	6490	100	0.212	0.087	0.732	0.099	0.523	0.028	-0.599	0.078	
OGLE-LMC-RRLYR-33079	0.668	0.052	0.754	0.020	1.768	0.042	6700	100	-0.070	0.088	0.411	0.099	0.476	0.028	-0.810	0.080	
OGLE-LMC-RRLYR-33082	0.713	0.050	0.763	0.019	1.649	0.042	6195	99	0.123	0.088	0.71	0.10	0.593	0.028	-0.800	0.077	
OGLE-LMC-RRLYR-33084	0.642	0.051	0.733	0.019	1.602	0.042	6260	100	0.257	0.088	0.820	0.099	0.575	0.028	-0.641	0.078	
OGLE-LMC-RRLYR-33091	0.669	0.050	0.742	0.019	1.631	0.042	6270	100	0.178	0.087	0.760	0.098	0.576	0.028	-0.713	0.078	
OGLE-LMC-RRLYR-33095	0.718	0.050	0.780	0.019	1.648	0.042	6090	100	0.116	0.088	0.72	0.10	0.619	0.028	-0.842	0.079	
OGLE-LMC-RRLYR-33110	0.628	0.052	0.797	0.020	1.650	0.042	5990	100	0.038	0.087	0.702	0.098	0.656	0.028	-0.967	0.079	
OGLE-LMC-RRLYR-33116	0.656	0.057	0.737	0.021	1.664	0.044	6440	110	0.163	0.092	0.68	0.10	0.529	0.030	-0.664	0.084	
OGLE-LMC-RRLYR-33131	0.622	0.059	0.721	0.022	1.628	0.045	6410	110	0.220	0.094	0.76	0.10	0.539	0.029	-0.622	0.088	
OGLE-LMC-RRLYR-33138	0.627	0.053	0.720	0.020	1.582	0.042	6290	110	0.268	0.088	0.872	0.099	0.586	0.031	-0.634	0.081	
OGLE-LMC-RRLYR-33142	0.687	0.051	0.749	0.019	1.662	0.042	6330	100	0.117	0.087	0.684	0.099	0.563	0.028	-0.751	0.078	
OGLE-LMC-RRLYR-33146	0.647	0.050	0.780	0.019	1.638	0.043	6080	100	0.108	0.089	0.73	0.10	0.628	0.028	-0.863	0.078	
OGLE-LMC-RRLYR-33149	0.663	0.051	0.734	0.020	1.724	0.042	6680	100	0.077	0.088	0.537	0.099	0.465	0.028	-0.653	0.079	
OGLE-LMC-RRLYR-33158	0.611	0.053	0.712	0.020	1.654	0.043	6590	100	0.199	0.088	0.69	0.10	0.495	0.028	-0.574	0.080	
OGLE-LMC-RRLYR-33159	0.573	0.053	0.663	0.019	1.593	0.042	6700	100	0.326	0.089	0.810	0.099	0.476	0.029	-0.418	0.080	
OGLE-LMC-RRLYR-33164	0.641	0.060	0.763	0.021	1.712	0.044	6440	110	-0.012	0.092	0.54	0.10	0.542	0.030	-0.847	0.087	
OGLE-LMC-RRLYR-33170	0.644	0.053	0.741	0.020	1.763	0.042	6770	100	-0.043	0.087	0.419	0.099	0.456	0.028	-0.747	0.079	
OGLE-LMC-RRLYR-33171	0.568	0.052	0.680	0.019	1.528	0.042	6350	100	0.417	0.088	0.967	0.099	0.553	0.028	-0.444	0.079	
OGLE-LMC-RRLYR-33173	0.633	0.052	0.732	0.020	1.691	0.042	6590	100	0.097	0.087	0.606	0.098	0.500	0.029	-0.678	0.080	
OGLE-LMC-RRLYR-33184	0.552	0.051	0.684	0.019	1.596	0.042	6600	100	0.301	0.088	0.816	0.099	0.500	0.028	-0.473	0.078	
OGLE-LMC-RRLYR-33188	0.681	0.051	0.750	0.019	1.670	0.042	6360	100	0.109	0.088	0.669	0.099	0.553	0.028	-0.752	0.078	
OGLE-LMC-RRLYR-33205	0.715	0.051	0.753	0.019	1.673	0.042	6360	100	0.132	0.087	0.674	0.099	0.551	0.028	-0.727	0.078	
OGLE-LMC-RRLYR-33220	0.601	0.052	0.743	0.020	1.770	0.042	6780	100	-0.069	0.088	0.401	0.099	0.457	0.028	-0.773	0.080	
OGLE-LMC-RRLYR-33227	0.579	0.051	0.692	0.019	1.569	0.042	6420	100	0.310	0.088	0.874	0.099	0.547	0.028	-0.529	0.079	
OGLE-LMC-RRLYR-33232	0.622	0.064	0.726	0.024	1.728	0.045	6740	110	0.058	0.092	0.51	0.10	0.459	0.031	-0.658	0.091	
OGLE-LMC-RRLYR-33233	0.592	0.058	0.726	0.021	1.629	0.047	6450	120	0.150	0.097	0.70	0.11	0.536	0.033	-0.668	0.085	
OGLE-LMC-RRLYR-33234	0.529	0.051	0.668	0.019	1.634	0.042	6850	100	0.268	0.088	0.70	0.10	0.428	0.029	-0.405	0.079	
OGLE-LMC-RRLYR-33245	0.690	0.051	0.790	0.019	1.775	0.042	6450	100	-0.133	0.088	0.406	0.099	0.534	0.028	-0.962	0.079	
OGLE-LMC-RRLYR-33248	0.749	0.050	0.772	0.019	1.661	0.042	6160	100	0.098	0.087	0.703	0.099	0.604	0.028	-0.842	0.077	
OGLE-LMC-RRLYR-33250	0.541	0.052	0.703	0.020	1.693	0.042	6790	100	0.121	0.088	0.579	0.099	0.449	0.028	-0.575	0.080	
OGLE-LMC-RRLYR-33255	0.732	0.051	0.757	0.020	1.659	0.042	6290	100	0.151	0.088	0.715	0.099	0.571	0.029	-0.736	0.079	
OGLE-LMC-RRLYR-33267	0.682	0.055	0.792	0.021	1.755	0.043	6340	110	-0.120	0.091	0.44	0.10	0.560	0.029	-0.983	0.087	
OGLE-LMC-RRLYR-33275	0.653	0.052	0.744	0.019	1.662	0.042	6390	100	0.154	0.087	0.688	0.099	0.540	0.028	-0.692	0.078	
OGLE-LMC-RRLYR-33284	0.650	0.054	0.765	0.020	1.724	0.043	6480	100	-0.035	0.088	0.51	0.10	0.535	0.029	-0.860	0.080	
OGLE-LMC-RRLYR-33298	0.590	0.060	0.730	0.022	1.659	0.043	6480	110	0.110	0.090	0.652	0.099	0.527	0.030	-0.707	0.087	
OGLE-LMC-RRLYR-33302	0.654	0.051	0.721	0.019	1.661	0.042	6560	100	0.161	0.087	0.680	0.099	0.511	0.028	-0.632	0.077	
OGLE-LMC-RRLYR-33306	0.700	0.052	0.750	0.019	1.680	0.042	6390	100	0.097	0.087	0.648	0.099	0.549	0.028	-0.757	0.078	
OGLE-LMC-RRLYR-33309	0.635	0.057	0.756	0.021	1.814	0.043	6840	110	-0.150	0.091	0.29	0.10	0.438	0.030	-0.831	0.086	
OGLE-LMC-RRLYR-33315	0.615	0.053	0.719	0.020	1.669	0.042	6610	100	0.140	0.088	0.648	0.098	0.497	0.029	-0.628	0.080	
OGLE-LMC-RRLYR-33321	0.702	0.056	0.752	0.021	1.711	0.044	6450	110	0.021	0.091	0.56	0.10	0.533	0.030	-0.807	0.087	
OGLE-LMC-RRLYR-33348	0.560	0.050	0.671	0.019	1.539	0.042	6480	100	0.396	0.088	0.949	0.099	0.535	0.028	-0.435	0.078	
OGLE-LMC-RRLYR-33363	0.647	0.051	0.738	0.020	1.535	0.042	6000	100	0.340	0.088	1.00	0.10	0.657	0.028	-0.666	0.080	
OGLE-LMC-RRLYR-33366	0.722	0.050	0.774	0.019	1.615	0.042	6010	100	0.171	0.088	0.81	0.10	0.646	0.029	-0.828	0.077	
OGLE-LMC-RRLYR-33374	0.669	0.050	0.735	0.019	1.669	0.042	6480	100	0.132	0.088	0.65	0.10	0.524	0.028	-0.688	0.078	
OGLE-LMC-RRLYR-33382	0.637	0.057	0.727	0.020	1.657	0.042	6480	110	0.151	0.089	0.687	0.099	0.525	0.029	-0.662	0.081	
OGLE-LMC-RRLYR-33397	0.676	0.056	0.760	0.021	1.705	0.042	6420	110	0.048	0.089	0.576	0.099	0.533	0.029	-0.779	0.082	
OGLE-LMC-RRLYR-33413	0.591	0.051	0.682	0.019	1.568	0.042	6500	100	0.341	0.087	0.866	0.099	0.524	0.029	-0.463	0.078	
OGLE-LMC-RRLYR-33426	0.766	0.050	0.761	0.019	1.647	0.042	6181	99	0.159	0.088	0.764	0.099	0.600	0.028	-0.779	0.078	
OGLE-LMC-RRLYR-33430	0.724	0.051	0.762	0.020	1.713	0.042	6420	100	0.035	0.088	0.57	0.10	0.531	0.029	-0.794	0.079	
OGLE-LMC-RRLYR-33431	0.596	0.051	0.724	0.019	1.755	0.042	6880	100	-0.017	0.087	0.428	0.099	0.432	0.028	-0.681	0.078	
OGLE-LMC-RRLYR-33444	0.652	0.070	0.729	0.023	1.707	0.046	6650	110	0.062	0.094	0.55	0.10	0.486	0.030	-0.684	0.092	
OGLE-LMC-RRLYR-33450	0.685	0.051	0.790	0.019	1.753	0.042	6370	100	-0.113	0.087	0.454	0.099	0.556	0.028	-0.971	0.078	
OGLE-LMC-RRLYR-33452	0.538	0.053	0.693	0.020	1.675	0.042	6820	100	0.150	0.087	0.610	0.099	0.446	0.028	-0.540	0.079	
OGLE-LMC-RRLYR-33460	0.591	0.056	0.710	0.020	1.677	0.043	6700	100	0.130	0.089	0.62	0.10	0.479	0.028	-0.611	0.082	
OGLE-LMC-RRLYR-33462	0.651	0.051	0.708	0.020	1.686	0.043	6750	100	0.132	0.089	0.57	0.10	0.436	0.029	-0.548	0.080	
OGLE-LMC-RRLYR-33463	0.793	0.058	0.795	0.022	1.668	0.044	6060	110	0.094	0.092	0.72	0.10	0.631	0.029	-0.885	0.088	
OGLE-LMC-RRLYR-33484	0.597	0.051	0.707	0.019	1.631	0.042	6540	100	0.221	0.087	0.736	0.099	0.512	0.028	-0.573	0.078	
OGLE-LMC-RRLYR-33487	0.611	0.052	0.721	0.019	1.600	0.042	6300	100	0.222	0.088	0.808	0.099	0.573	0.028	-0.665	0.079	
OGLE-LMC-RRLYR-33502	0.579	0.060	0.709	0.023	1.674	0.043	6690	110	0.139	0.091	0.62	0.10	0.477	0.031	-0.601	0.088	
OGLE-LMC-RRLYR-33503	0.719	0.052	0.818	0.020	1.803	0.043	6350	100	-0.189	0.090	0.34	0.10	0.542	0.029	-1.038	0.081	
OGLE-LMC-RRLYR-33519	0.641	0.051	0.733	0.019	1.686	0.042	6540	100	0.076	0.087	0.610	0.099	0.516	0.028	-0.723	0.078	
OGLE-LMC-RRLYR-33531	0.749	0.050	0.790	0.019	1.761	0.042	6400	100	-0.038	0.088	0.479	0.099	0.531	0.028	-0.868	0.078	
OGLE-LMC-RRLYR-33533	0.686	0.052	0.764	0.020	1.746	0.043	6530	100	0.007	0.089	0.49	0.10	0.503	0.028	-0.782	0.080	
OGLE-LMC-RRLYR-33536	0.564	0.052	0.718	0.020	1.715	0.042	6760	100	0.046	0.088	0.506	0.099	0.457	0.028	-0.663	0.079	
OGLE-LMC-RRLYR-33540	0.649	0.051	0.773	0.020	1.767	0.042	6550	100	-0.105	0.088	0.405	0.099	0.507	0.028	-0.892	0.079	
OGLE-LMC-RRLYR-33549	0.662	0.051	0.786	0.019	1.752	0.042	6400	100	-0.104	0.087	0.433	0.099	0.541	0.028	-0.943	0.079	
OGLE-LMC-RRLYR-33561	0.635	0.052	0.732	0.020	1.680	0.042	6540	100	0.104	0.087	0.626	0.098	0.513	0.028	-0.690	0.078	
OGLE-LMC-RRLYR-33586	0.653	0.051	0.727	0.019	1.618	0.042	6330	100	0.184	0.087	0.769	0.099	0.572	0.028	-0.699	0.078	
OGLE-LMC-RRLYR-33590	0.674	0.051	0.742	0.019	1.673	0.042	6430	100	0.117	0.087	0.655	0.098	0.536	0.028	-0.710	0.078	
OGLE-LMC-RRLYR-33591	0.591	0.053	0.718	0.020	1.676	0.042	6630	100	0.137	0.087	0.625	0.099	0.488	0.028	-0.617	0.079	
OGLE-LMC-RRLYR-33627	0.716	0.050	0.813	0.020	1.792	0.042	6350	100	-0.167	0.087	0.367	0.099	0.546	0.028	-1.020	0.078	
OGLE-LMC-RRLYR-33641	0.655	0.053	0.743	0.020	1.717	0.042	6590	100	0.067	0.088	0.551	0.099	0.491	0.029	-0.696	0.080	
OGLE-LMC-RRLYR-33651	0.612	0.051	0.720	0.019	1.658	0.042	6540	100	0.142	0.087	0.669	0.099	0.514	0.028	-0.648	0.078	
OGLE-LMC-RRLYR-33658	0.666	0.050	0.760	0.019	1.555	0.042	5909	99	0.295	0.088	0.98	0.10	0.687	0.028	-0.762	0.078	
OGLE-LMC-RRLYR-33673	0.653	0.051	0.740	0.019	1.734	0.042	6690	100	0.014	0.087	0.500	0.099	0.480	0.028	-0.730	0.078	
OGLE-LMC-RRLYR-33680	0.578	0.052	0.692	0.020	1.662	0.042	6780	100	0.206	0.088	0.64	0.10	0.443	0.029	-0.487	0.080	
OGLE-LMC-RRLYR-33682	0.603	0.057	0.726	0.021	1.677	0.043	6560	110	0.109	0.090	0.61	0.10	0.507	0.032	-0.683	0.086	
OGLE-LMC-RRLYR-33688	0.590	0.050	0.741	0.019	1.742	0.041	6710	100	-0.019	0.087	0.455	0.098	0.477	0.028	-0.762	0.077	
OGLE-LMC-RRLYR-33689	0.598	0.051	0.716	0.020	1.660	0.042	6570	100	0.173	0.088	0.668	0.099	0.498	0.028	-0.604	0.079	
OGLE-LMC-RRLYR-33713	0.674	0.050	0.781	0.019	1.710	0.042	6280	100	-0.042	0.087	0.548	0.098	0.579	0.028	-0.936	0.078	
OGLE-LMC-RRLYR-33717	0.739	0.050	0.771	0.019	1.658	0.042	6160	100	0.105	0.087	0.708	0.099	0.603	0.029	-0.834	0.078	
OGLE-LMC-RRLYR-33718	0.694	0.070	0.773	0.026	1.740	0.047	6450	130	-0.045	0.099	0.49	0.11	0.535	0.034	-0.87	0.10	
OGLE-LMC-RRLYR-33730	0.624	0.052	0.725	0.020	1.678	0.043	6600	100	0.157	0.089	0.64	0.10	0.492	0.028	-0.612	0.080	
OGLE-LMC-RRLYR-33754	0.694	0.051	0.764	0.020	1.717	0.042	6430	100	0.056	0.088	0.56	0.10	0.524	0.028	-0.766	0.079	
OGLE-LMC-RRLYR-33758	0.699	0.064	0.740	0.022	1.754	0.044	6750	110	0.018	0.090	0.47	0.10	0.459	0.030	-0.688	0.085	
OGLE-LMC-RRLYR-33764	0.623	0.056	0.730	0.021	1.707	0.043	6660	110	0.073	0.089	0.568	0.099	0.483	0.029	-0.678	0.083	
OGLE-LMC-RRLYR-33775	0.692	0.051	0.814	0.019	1.835	0.042	6480	100	-0.271	0.087	0.249	0.099	0.522	0.028	-1.077	0.079	
OGLE-LMC-RRLYR-33783	0.697	0.061	0.731	0.022	1.622	0.046	6330	110	0.209	0.094	0.78	0.11	0.568	0.029	-0.680	0.088	
OGLE-LMC-RRLYR-33785	0.633	0.052	0.730	0.019	1.699	0.042	6630	100	0.071	0.087	0.569	0.099	0.492	0.028	-0.689	0.078	
OGLE-LMC-RRLYR-33788	0.595	0.055	0.707	0.021	1.594	0.044	6410	110	0.255	0.092	0.80	0.10	0.549	0.030	-0.601	0.084	
OGLE-LMC-RRLYR-33797	0.743	0.059	0.779	0.021	1.735	0.044	6390	110	-0.045	0.091	0.50	0.10	0.550	0.030	-0.900	0.087	
OGLE-LMC-RRLYR-33805	0.658	0.051	0.791	0.019	1.742	0.042	6330	100	-0.076	0.087	0.469	0.098	0.553	0.028	-0.942	0.077	
OGLE-LMC-RRLYR-33823	0.585	0.055	0.695	0.020	1.669	0.042	6760	100	0.160	0.088	0.643	0.099	0.462	0.029	-0.556	0.081	
OGLE-LMC-RRLYR-33824	0.626	0.053	0.762	0.020	1.814	0.042	6780	100	-0.146	0.088	0.304	0.099	0.448	0.028	-0.840	0.079	
OGLE-LMC-RRLYR-33828	0.681	0.050	0.775	0.019	1.771	0.042	6550	100	-0.108	0.087	0.409	0.099	0.512	0.028	-0.904	0.078	
OGLE-LMC-RRLYR-33835	0.686	0.051	0.740	0.019	1.620	0.042	6260	100	0.229	0.087	0.798	0.098	0.574	0.028	-0.666	0.077	
OGLE-LMC-RRLYR-33841	0.625	0.057	0.717	0.021	1.622	0.044	6430	110	0.217	0.091	0.76	0.10	0.541	0.029	-0.617	0.084	
OGLE-LMC-RRLYR-33842	0.692	0.052	0.726	0.019	1.681	0.042	6590	100	0.124	0.087	0.636	0.099	0.505	0.028	-0.660	0.078	
OGLE-LMC-RRLYR-33855	0.661	0.055	0.789	0.021	1.633	0.043	5960	110	0.101	0.090	0.76	0.10	0.667	0.032	-0.928	0.082	
OGLE-LMC-RRLYR-33865	0.634	0.050	0.749	0.019	1.610	0.042	6180	100	0.194	0.088	0.788	0.099	0.598	0.028	-0.735	0.078	
